key	files	bytes	chars	tokens	gaiji	jp	ko
e8e88a3462	1	32	16		0	この組み合わせではだめなようだ。	이 조합으로는 안 되는 모양이다。
0e0769c81c	1	30	15		0	プロローグをスキップしますか？	프롤로그를 건너뛰시겠습니까？
0f92216927	1	30	15		0	ロードします。よろしいですか？	불러옵니다。괜찮습니까？
43c593448b	1	30	15		0	ＮＯＮ－ＰＬＡＹＥＲ　　ターン	ＮＯＮ－ＰＬＡＹＥＲ　　턴
4ccbad7506	1	30	15		0	敵を倒し、無事に国境を越えた。	적을 물리치고 국경을 넘었다。
5cbd47b094	1	30	15		0	セーブします。よろしいですか？	저장합니다。괜찮습니까？
9acc9cef19	1	30	15		0	登録を解除してよろしいですか？	등록을 해제하시겠습니까？
4fd7d62756	1	28	14		0	餓鬼玉だ！力を吸い取られる！	아귀구슬이다！힘을 뺏긴다！
5fb5b18e8c	1	28	14		0	アイテムを盗むことに失敗した	아이템을 훔치는 데 실패했다
dbfa752a19	1	28	14		0	放すまでアイテムを使えない！	놓을 때까지 아이템 못 씀！
1bf4065305	1	26	13		0	レベルを盗むことに失敗した	레벨을 훔치는 데 실패했다
3027f76891	1	26	13		0	体が重いので上昇できない！	몸이 무거워 오를 수 없다！
40410e68d1	1	26	13		0	バトル中１度しか使えない！	전투 중 １번밖에 못 쓴다！
828a6ae438	1	26	13		0	どこからか、敵があらわれた	어디선가 적이 나타났다
ae5bdca988	1	26	13		0	ブロックは発生できません。	블록 발생할 수 없습니다。
dd2dec068f	1	26	13		0	キャラクターパラメータ一覧	캐릭터 파라미터 목록
fcb16adcea	1	26	13		0	放すまで装備変更できない！	놓을 때까지 장비변경못함！
0fe9f67d0e	1	24	12		0	ここでこの技は使えない！	여기서 기술은 못 쓴다！
54392598a4	1	24	12		0	獲得経験値＆レベルアップ	획득경험치＆레벨업
604e422f5d	1	24	12		0	は身代わりの符を使った！	는 대역의 부적을 썼다！
6c8401eac7	1	24	12		0	あまり威力はないようだ。	위력은 별로 없다。
7fc4fe2aa3	1	24	12		0	上昇しないとつかめない！	올라야 잡는다！
fafc09d223	1	24	12		0	スキルレベルが低すぎる！	스킬레벨이 너무 낮다！
10d2d6aa0c	1	22	11		0	アイテムを盗むかわりに	아이템을 훔치는 대신
2899cb3990	1	22	11		0	ＰＬＡＹＥＲ　　ターン	ＰＬＡＹＥＲ　　턴
5e784a780b	1	22	11		0	放すまで技を使えない！	놓을 때까지 못 쓴다！
82e7733916	1	22	11		0	天井が邪魔で使えない！	천장 걸려서 못 쓴다！
8dc72691ed	1	22	11		0	これ以上上昇できない！	더 이상 오를 수 없다！
8ed150b812	1	22	11		0	［カートリッジＲＡＭ］	［카트리지ＲＡＭ］
9a25fca758	1	22	11		0	これ以上下降できない！	더 이상 못 내려간다！
9aa57b7cae	1	22	11		0	２つ同時には使えない！	두 개 동시에 못 쓴다！
e8da7ff52d	1	22	11		0	金を盗むことに失敗した	돈을 훔치기 실패했다
ed70fd21ad	1	22	11		0	技を盗むことに失敗した	기술을 훔치기 실패했다
fcc44e926c	1	22	11		0	誰を生き返らせますか？	누구 되살리겠습니까？
213cb99fb3	1	20	10		0	ボタン］アイテム使用	버튼]아이템 사용
21ac01a8ed	1	20	10		0	すでにつかんでいる！	이미 잡고 있다！
30ae2c5535	1	17	10		0	セーブファイルNo.	저장파일No.
45a27aea95	1	20	10		0	バトル参加キャラ選択	전투참가 캐릭터 선택
67377ab4fd	1	20	10		0	融合に使える技がない	융합에 쓸기술이 없다
6c0f3f89a5	1	20	10		0	レベルが足りません。	레벨이 부족합니다。
751428b054	1	20	10		0	新しい技が完成した！	새 기술을 완성했다！
785753f972	1	20	10		0	何もつかんでいない！	아무것도 안 잡음！
ae058fa33e	1	20	10		0	ＥＮＥＭＹ　　ターン	ＥＮＥＭＹ　　턴
d1d6f3ba71	1	20	10		0	時間切れ。引き分け！	시간 종료。무승부！
e7f3e60172	1	20	10		0	たちは全滅した‥‥‥	들은 전멸했다‥‥‥
04ecc55bb5	1	12	9		0	陽動隊( / ):	양동대( / ):
10f050beba	1	18	9		0	二枠の組　　ターン	이번대　　턴
2240efa5db	1	18	9		0	行動力が足りない！	행동력 부족하다！
2f9d94fc48	1	18	9		0	誰に装備しますか？	누구에게 장비？
3bf1a1746f	1	18	9		0	装備アイテム（兜）	장비아이템（투구）
42ffbf57c4	1	18	9		0	一枠の組　　ターン	일번대　　턴
47092ea783	1	18	9		0	装備アイテム（弓）	장비아이템（활）
48c6a9ec56	1	18	9		0	ＥＸＰを獲得した！	ＥＸＰ 획득했다！
4b793f4958	1	18	9		0	すでに融合済みだ！	이미 융합했다！
4c1bdcc747	1	18	9		0	いくつ買いますか？	몇 개 사시겠어요？
5601e9d82d	1	18	9		0	いくつ売りますか？	몇 개 파시겠어요？
5c17d24347	1	18	9		0	ここでは戦えない！	여기선 못 싸운다！
6b3f4cead8	1	18	9		0	装備アイテム（鎧）	장비아이템（갑옷）
7ee5b6744a	1	18	9		0	装備アイテム（剣）	장비아이템（검）
86ccec5574	1	13	9		0	 <＜>　個<＞>	 <＜>　개<＞>
a2da750aa9	1	18	9		0	装備アイテム（刀）	장비아이템（도）
b514a03e76	1	18	9		0	装備アイテム（槌）	장비아이템（망치）
bce0d31cdd	1	18	9		0	新しい技を考えた！	새 기술 생각함！
c793b1250b	1	18	9		0	選択を終了します。	선택 종료합니다。
d6b798cf3e	1	18	9		0	ＨＰが少なすぎる！	ＨＰ가 너무 적다！
eba2b301ba	1	18	9		0	装備アイテム（本）	장비아이템（책）
fd52cdf04a	1	18	9		0	装備アイテム（盾）	장비아이템（방패）
086cba1424	1	13	8		0	回避率　   ％	회피율　   ％
0fbf9aec09	1	16	8		0	初期状態にもどす	초기상태되돌리기
5f6b545a4d	1	16	8		0	技を盗むかわりに	기술 훔치는 대신
6a51ba2c26	1	16	8		0	ＭＰが足りない！	ＭＰ 부족！
6d270e1cab	1	16	8		0	退却しますか？　	후퇴할까요？　
7140efa72e	1	16	8		0	デバッグメニュー	디버그메뉴
72ef20a82b	1	16	8		0	セーブしますか？	저장하겠습니까？
87ebdadc03	1	13	8		0	必殺率　   ％	필살률　   ％
a1fa668b0b	1	16	8		0	はもう持てない。	는 더 못 든다。
a92f757e87	1	13	8		0	妖怪退散!(仮)	요괴퇴산!(가)
aa47d48411	1	16	8		0	戦いに勝利した！	전투 승리！
c69f30f027	1	16	8		0	技をひらめいた！	기술 떠올렸다！
c7995c3587	1	16	8		0	餓鬼玉は消失した	아귀구슬 소멸
ca7e558e1d	1	16	8		0	レベルを盗んだ！	레벨을 훔쳤다！
cb0371b12f	1	16	8		0	よろしいですか？	괜찮습니까？
ddd29abaf5	1	16	8		0	イベントアイテム	이벤트아이템
e2e2a116d7	1	16	8		0	パーティの名前：	파티 이름：
f3d9bb1aa2	1	16	8		0	ボタンで詳細情報	버튼 상세정보
18bac1be1c	1	14	7		0	メニュータイプ	메뉴타입
1d588390ab	1	14	7		0	必要最低人数は	필요최저인원은
22b40d0b49	1	14	7		0	の技を盗んだ！	기술 훔침！
28f52d5899	1	14	7		0	技融合なんでも	기술융합임의
2d1725d6d3	1	14	7		0	（買うと　個）	（사면　개）
398c761926	1	12	7		0	 逆送り選択 	  역순선택  
428ecbb22b	1	14	7		0	ジェム盗んだ！	젬 훔쳤다！
4549ef48da	1	14	7		0	を手にいれた！	을손에넣었다！
55f0f6605c	1	11	7		0	  ポーズ 　	  정지 　
58c5e5b679	1	12	7		0	 上視点切替 	 상시점전환 
5fb345555b	1	14	7		0	［本体ＲＡＭ］	［본체ＲＡＭ］
619130db7a	1	14	7		0	レベルアップ！	레벨업！
683b01624a	1	14	7		0	　技名　　射程	기술명　사거리
77b9de4b0b	1	14	7		0	マップチェンジ	맵체인지
7ce19c8486	1	14	7		0	を手にいれた。	을손에넣었다。
b5943f9b26	1	14	7		0	キーコンフィグ	키설정
be4cef0810	1	14	7		0	融合法則を選択	융합법칙 선택
c160ba1cda	1	14	7		0	ＶＯＩＣＥ設定	ＶＯＩＣＥ설정
cb6e546553	1	14	7		0	ステータス回復	스테이터스회복
d6beb21a5a	1	12	7		0	 横視点切替 	 횡시점전환 
d73507bf27	1	14	7		0	オーディオ設定	오디오설정
d79a603c59	1	12	7		0	 キャンセル 	　　취소　　
dbcc3348f5	1	12	7		0	 順送り選択 	  순서선택  
dfb0b1fb4d	1	13	7		0	投げる金額は?	던질 금액은?
e279fa9577	1	14	7		0	メッセージ速度	메시지속도
e74af9a488	1	14	7		0	（売ると　個）	（팔면　개）
eae0fd5194	1	14	7		0	技なんでも情報	기술 임의정보
1b118437db	1	12	6		0	ハイウィッチ	상급마녀
27026f259f	1	12	6		0	だれもいない	아무도 없다
27e25e1472	1	11	6		0	:情報表示　	:정보표시　
27e3e30cc8	1	10	6		0	技情報(全)	기술정(전)
2fe367cb5e	1	12	6		0	選択から出る	선택 나가기
350840e16a	1	11	6		0	爆弾 攻撃力	폭탄 공격력
3acb5f936b	1	12	6		0	　デバッグ　	　디버그　
44b1172d11	1	12	6		0	見つからない	찾을 수 없다
4f126a52a2	1	12	6		0	空っぽだ‥‥	텅비었다‥‥
5d101c2bda	1	10	6		0	酒(竜殺し)	술(용살자)
64ebf02902	1	12	6		0	ビリーヴァー	빌리버
6a1b6747a2	1	12	6		0	　特殊機能　	　특수기능　
7275dcfd5f	1	12	6		0	ヘルリザード	헬리저드
78435c92dc	1	12	6		0	プロフィット	프로핏
93676f648c	1	14	6		0	マナのしずく	마나의물방울
801485a378	1	12	6		0	－－無効－－	－－무효－－
8237f5ae20	1	12	6		0	確認－調べる	확인－살핌
83d24e9306	1	12	6		0	ドラグーン兵	드래군 병사
8ba8ed64a1	1	12	6		0	装備アイテム	장비아이템
8f0c0ce435	1	12	6		0	使用アイテム	사용아이템
a7481cce11	1	12	6		0	リザードマン	리저드맨
ad2c255344	1	12	6		0	一度だけ復活	한번만 부활
ad9ce32cb8	1	12	6		0	アイテムなし	아이템없음
b66730b60c	1	12	6		0	ＢＧＭテスト	ＢＧＭ테스트
bb715edd2d	1	12	6		0	バトルアニメ	전투장면
befafde3c7	1	12	6		0	惨！　敗北！	아！　패배！
c0e84476bd	1	12	6		0	　登録技なし	등록기술없음
c60096e980	1	10	6		0	<＜>スキル	<＜>스킬
c612851397	1	12	6		0	ターン終了？	턴종료？
cc67bba25f	1	11	6		0	 低視点切替	 하시점전환
cce5aafcf4	1	8	6		0	BOSS専用	BOSS전용
d4dbfb54cb	1	12	6		0	物理技を選択	물리기술선택
d91e48a43d	1	12	6		0	シーリザード	시리저드
ef4f45ebd0	1	12	6		0	ヘルドラゴン	헬드래곤
f7e5bf6683	1	8	6		0	HPMP回復	HPMP회복
f86dacc7c6	1	12	6		0	魔法技を選択	마법기술선택
f89e777f53	1	11	6		0	必要行動力:	필요행동력:
ffeca85c5b	1	12	6		0	ホークレディ	호크레이디
0317322a82	1	10	5		0	いづな落し	이즈나투척
04c1eaca0f	1	10	5		0	ライトボウ	라이트보우
0509b4d5cb	2	10	5		0	オプション	옵션
e4407122d8	1	21	5		0	八坂の勾玉	야사카의 곡옥
147e824abf	1	10	5		0	経験値獲得	경험치획득
1a2bb36394	1	10	5		0	品物を売る	물건 판다
1e2bb4cfe9	1	10	5		0	黄泉の使者	황천의사자
2167db96f2	1	10	5		0	眠りの呪文	잠들기주문
25af4f7f2d	1	15	5		0	アメジスト	아메지스트
614e72255a	1	21	5		0	真実の指輪	진실의 반지
5f8c1734f8	1	15	5		0	蒼のパール	푸른 펄
25bb09a1f5	1	10	5		0	品物を買う	물건 산다
2aeb6572be	1	10	5		0	大きな水桶	커다란물통
2c01884a92	1	10	5		0	お金　　：	돈　　：
2c739657be	1	10	5		0	聖なる帽子	성스런모자
2cebf8cc6c	1	10	5		0	守りの指輪	수호의반지
33a3fbc438	1	10	5		0	スピリット	스피릿
34aa0612a0	1	10	5		0	魔道研究者	마도연구자
3537948f9b	1	10	5		0	ドリミンパ	드리민파
36b94433eb	1	10	5		0	賢者の帽子	현자의모자
36df5c75e4	1	10	5		0	行動終了？	행동종료？
37986c34bd	1	10	5		0	ディアーネ	디아네
37d7fc29df	1	10	5		0	知恵の帽子	지혜의모자
3821e3c9b9	1	10	5		0	天使の羽根	천사의깃털
e7d780feaf	1	21	5		0	荒魂の宝剣	아라미타마의 보검
e8486b31f9	1	14	5		0	隠れ蓑の灰	은신 도롱이 재
44146c91ad	1	10	5		0	ゲートキー	게이트키
44d0ad494c	1	10	5		0	疾風のクツ	질풍의신발
463fb52751	1	10	5		0	雷の奥義書	번개오의서
47acf4f945	1	10	5		0	究極魔導士	궁극마도사
48b290e13c	1	10	5		0	金貨大強奪	금화대강탈
49152ae923	1	10	5		0	水の奥義書	물의오의서
509044b892	1	10	5		0	カラーバー	컬러바
509fb91f9f	1	10	5		0	アーメット	아메트
9e7bd24339	1	21	5		0	古代のカギ	고대의 열쇠
573f77d20f	1	10	5		0	ＳＥテスト	ＳＥ테스트
59605d8c8b	1	8	5		0	(仮)没！	가탈락！
5c825073da	1	10	5		0	エフェクト	이펙트
5cd265c1c5	1	8	5		0	HP投げる	HP던지기
5ef8121c15	1	10	5		0	カムイ真似	카무이흉내
5f9e7ff8df	1	10	5		0	サンドマン	샌드맨
64cf0ba7e6	1	10	5		0	チェック！	체크！
677f90b6ff	1	10	5		0	アリジゴク	개미지옥
67c3adf5e7	1	10	5		0	高貴な手袋	고귀한장갑
a3d92d8866	1	14	5		0	マナの結晶	마나의 결정
6d813912f0	1	10	5		0	ステータス	스테이터스
6f5c9513a0	1	10	5		0	魔法奥義書	마법오의서
760de92542	1	10	5		0	プリリンパ	프리린파
77e209bac5	1	10	5		0	チュニック	튜닉
78b696f440	1	10	5		0	七人委員会	７인위원회
802dbbbcf5	1	10	5		0	遺跡のカギ	유적의열쇠
811338e283	1	10	5		0	ルーンボウ	룬보우
8aa5d7c44c	1	10	5		0	全スキル技	전스킬기술
9218c817f9	1	10	5		0	かみかざり	머리장식
92da7ea7db	1	10	5		0	デスバット	데스뱃
999aacd616	1	10	5		0	ロード　　	로드　　
9b1d8ea3e2	1	10	5		0	火の奥義書	불의오의서
9cd5a80e05	1	10	5		0	天女の羽衣	천녀날개옷
a5fd919660	1	10	5		0	タオバンド	타오밴드
a7349a50e4	1	10	5		0	格闘奥義書	격투오의서
a9d44c95a5	1	10	5		0	マジシャン	매지션
ac3b470306	1	10	5		0	ターン終了	턴종료
ac49a42b36	1	10	5		0	神聖なる衣	신성한옷
ad24ae98eb	1	10	5		0	自動技登録	자동기등록
ad50e4aa6f	1	10	5		0	カダール兵	카달 병사
ad563b8f07	1	10	5		0	風の奥義書	바람오의서
afe7a8d2c8	1	10	5		0	獲得ジェム	획득젬
b1290fc04b	1	10	5		0	地龍砕撃砲	지룡쇄격포
b2fe83ee46	1	10	5		0	炎のドレス	불꽃드레스
b4916935b2	1	10	5		0	登坂レベル	등반레벨
b59bbdbc26	1	10	5		0	ホークアイ	호크아이
b6c1c3907a	1	10	5		0	獲得ＥＸＰ	획득ＥＸＰ
b71d2ffef9	1	10	5		0	怒りの火炎	분노의화염
bc6f0211f4	1	10	5		0	選択に戻る	선택복귀
bcfb4684c8	1	10	5		0	キャラ一覧	캐릭목록
bdd14539d3	1	8	5		0	MP投げる	MP던지기
c01b84fa31	1	10	5		0	魔導の帽子	마도의모자
c50ea87ef3	1	10	5		0	毛糸の手袋	털장갑
c8b886b068	1	10	5		0	エメラルド	에메랄드
c8bf4c3905	1	10	5		0	アストラル	아스트랄
cc584e0505	1	10	5		0	ロングボウ	롱보우
cdc189539d	1	10	5		0	神速のクツ	신속의신발
d3f780c5b7	1	10	5		0	データなし	데이터없음
dae9d9deac	1	10	5		0	スケルトン	스켈레톤
db2120f8f7	1	10	5		0	確認－話す	확인－말함
dcb527f7de	1	10	5		0	月のドレス	달의드레스
deacee525a	2	10	5		0	技なんでも	기술임의
ec80b22954	1	21	5		0	マラカイト	말라카이트
e5db502fbb	1	10	5		0	クロスボウ	크로스보우
e5f5a29ce2	1	10	5		0	ヘッドギア	헤드기어
e7b113f1fe	1	10	5		0	司書武闘法	사서무투법
e9b40c417f	1	10	5		0	上級魔導士	상급마도사
e9e103213b	1	10	5		0	聖なる指輪	성스런반지
eb1bab525c	1	10	5		0	天馬の羽根	천마의깃털
ebc1a4fb85	1	10	5		0	ヘクター像	헥토르상
ecfbec3a0a	1	10	5		0	ガルザード	갈자드
f145dc4fa5	1	7	5		0	必要MP:	필요MP:
f14b914d73	1	10	5		0	強制セーブ	강제저장
f44ec4620d	1	10	5		0	軽身の腕輪	날램의팔찌
f4a0fca658	1	10	5		0	アイテム：	아이템：
f94903d480	1	10	5		0	木精の誘い	나무의유혹
fcd5460b40	1	10	5		0	地の奥義書	땅의오의서
00fcaf7ee1	1	6	4		0	LV盗む	LV훔침
04b2417b6d	1	8	4		0	スキル５	스킬５
062ac1af5b	1	8	4		0	手投げ弾	수류탄
07d83a3600	1	8	4		0	風の助け	바람도움
08d5052cf7	1	8	4		0	審判の剣	심판의검
0c56cc3c5b	1	8	4		0	魔法障壁	마법장벽
0e3be1df67	1	8	4		0	ボウガン	보우건
100b9276e9	1	8	4		0	熊の精霊	곰의정령
156bd4fe2e	1	7	4		0	 スキル	 스킬
1608388dd2	1	8	4		0	魔導の衣	마도의옷
1b50915d3b	1	8	4		0	ミュウ竜	뮤드래곤
1d85c34674	1	8	4		0	ドラゴン	드래곤
1fdfc61c8d	1	8	4		0	光の法衣	빛의법의
207d7a42da	1	8	4		0	盗みの技	도둑기술
21641d4869	1	8	4		0	神仙の玉	신선구슬
23b6ce0756	1	8	4		0	裁きの光	심판의빛
25a37040c4	1	8	4		0	心を盗む	마음훔침
051489d6a6	1	17	4		0	ユーカリ	유카리
25cbd2bd86	1	8	4		0	魅惑の弓	매혹의활
268d1a4977	1	8	4		0	奇跡の石	기적의돌
2a4afbc9dc	1	8	4		0	隕石呪文	운석주문
302531e1ed	1	8	4		0	自己紹介	자기소개
31316e6ed0	1	8	4		0	タラッタ	타랏타
bc55be9667	1	14	4		0	金を盗む	돈 훔치기
36084aa410	1	8	4		0	サレット	살렛
39fbe0c67e	1	8	4		0	個人情報	개인정보
3d8aeaccb1	1	8	4		0	ＳＥ設定	ＳＥ설정
3d8e2eb9ac	1	7	4		0	貫通:全	관통:전
3e0d28a3c3	1	8	4		0	魔法剣技	마법검술
413354b940	1	8	4		0	眠り爆弾	수면폭탄
41cd3c1258	1	8	4		0	神速回避	신속회피
42a1ec4266	1	8	4		0	ヤハース	야하스
43cb57e708	1	6	4		0	HP回復	HP회복
44b7dfde38	1	8	4		0	操り爆弾	조종폭탄
99691e7620	1	14	4		0	剣の舞い	검의 춤
470baa10de	1	8	4		0	御霊返し	영혼환원
4880438d8f	1	7	4		0	回復力:	회복력:
4a4c76a9e1	1	7	4		0	t技融合	t기술합
4b5a96d43c	1	7	4		0	貫通:人	관통:인
50b7951017	1	8	4		0	ラスティ	러스티
0c892e30eb	1	21	4		0	空の水桶	빈 물통
51ef5e8d2b	1	8	4		0	破魔の弓	퇴마의활
5540fbc907	1	8	4		0	絹の手袋	비단장갑
5573cef596	1	8	4		0	運のよさ	행운
568d4cf4d7	1	8	4		0	ピピルマ	피필마
5742e3fc19	1	8	4		0	クァイア	콰이어
58976185e8	1	8	4		0	アムリタ	암리타
58cf6a9e5d	1	8	4		0	備前長船	오사후네
5dcbd8016f	1	8	4		0	縮小爆弾	축소폭탄
61c2bd81e0	1	8	4		0	斉天大聖	제천대성
6428c78691	1	8	4		0	混乱爆弾	혼란폭탄
65e32ba311	1	8	4		0	特殊魔法	특수마법
6922d90762	1	8	4		0	達人の心	달인마음
6ce18ac91a	1	8	4		0	行動終了	행동종료
3fb758e098	1	14	4		0	マナの水	마나의 물
6f57ae75a8	1	8	4		0	ゴースト	고스트
708b003825	1	8	4		0	装備変更	장비변경
719fa91d24	1	8	4		0	アンジュ	앙주
73452b62b7	2	8	4		0	アイテム	아이템
735fc0816a	1	8	4		0	技を盗む	기술훔침
738aca66cc	1	8	4		0	丸い帽子	둥근모자
7488a56d8a	1	8	4		0	古代の本	고대의책
759ba0c932	1	8	4		0	スキル１	스킬１
7f0ef7c838	1	8	4		0	陽動隊の	양동대의
7ff0a85398	1	8	4		0	地龍大波	지룡대파
8378e03d80	1	8	4		0	天蓮元帥	천련원수
83ae49edc9	1	8	4		0	オパール	오팔
8492acffb9	1	8	4		0	ナルシス	나르시스
84a6992416	1	8	4		0	紫の法衣	자색법의
85f60fa6e4	1	8	4		0	暗黒舞踏	암흑무도
8740807593	1	8	4		0	くのいち	쿠노이치
875c1f9e50	1	6	4		0	耐性 :	내성 :
87f90c5038	1	8	4		0	アザエル	아자엘
899d1c36df	1	8	4		0	元気の薬	원기의약
8aa0c2a0a2	1	8	4		0	体当たり	몸통치기
8d12ad339a	1	8	4		0	ウィッチ	마녀
8d97463b38	1	8	4		0	森の妖精	숲의요정
956ab9a193	1	8	4		0	道具投撃	도구투척
95ff26a2d0	1	8	4		0	ファルコ	팔코
970fc78da3	1	8	4		0	聖魔法衣	성마법의
97b3d9eacc	1	8	4		0	勇者の兜	용사투구
981eed5f69	1	8	4		0	移動する	이동한다
9bb2dc65d8	1	8	4		0	精霊呪法	정령주법
9cbedbef9b	1	8	4		0	ラグロス	라그로스
9d026f4909	1	8	4		0	パパレホ	파파레호
a073109426	1	8	4		0	チャチャ	차차
a0deaaf6c7	1	8	4		0	金貨投撃	금화투척
a1174551fe	1	8	4		0	技・魔法	기/마법
a24c726db7	1	8	4		0	惑いの声	미혹소리
a2d00d74c6	1	8	4		0	名人の心	명인마음
a2d0f1d7cd	1	8	4		0	力のこて	힘의장갑
a40035fc84	1	8	4		0	身構える	자세잡기
a50421bcdd	1	8	4		0	スキル２	스킬２
a6a79e7982	1	6	4		0	HP盗む	HP훔침
ab8f22c588	1	8	4		0	鳥の精霊	새의정령
b090857292	1	8	4		0	菊一文字	기쿠몬지
dc49910650	1	14	4		0	熊の踊り	곰의 춤
b6f1622d7e	1	8	4		0	賢者の石	현자의돌
b7ade15785	1	8	4		0	図書館員	도서관원
b8f16ef81f	1	8	4		0	九尾の狐	구미호
bafb8c4378	1	8	4		0	回復呪文	회복주문
bf1ba18a6c	1	8	4		0	流星破刀	유성파검
bf9b31202b	1	8	4		0	防御の技	방어기술
c19a9e70b1	1	8	4		0	司書の本	사서의책
c4e7437579	1	8	4		0	スキル６	스킬６
c6ed20704a	1	8	4		0	賢者の書	현자의서
cb66a5b495	1	8	4		0	メニュー	메뉴
ccd4802233	1	8	4		0	シラナミ	시라나미
cce8c64b25	1	6	4		0	弱点 :	약점 :
cdf3141303	1	8	4		0	リザード	리저드
d13d8e95e9	1	8	4		0	ミズタマ	미즈타마
d34e0942dd	1	6	4		0	MP盗む	MP훔침
d76af8c244	1	8	4		0	店を出る	나가기
dc29411ccc	1	6	4		0	MP回復	MP회복
dd1ef67500	1	8	4		0	弾き返し	튕겨내기
e2587ba061	1	8	4		0	カムイ鳥	카무이새
e37a0d2b2f	1	8	4		0	凍結爆弾	동결폭탄
c2359caee5	1	21	4		0	蓬莱の珠	호라이의 구슬
e5cd8cc29d	1	8	4		0	スキル３	스킬３
e778600ce3	1	8	4		0	デバッグ	디버그
e957f93031	1	8	4		0	人に戻る	사람으로
ea7b335ef6	1	8	4		0	人です。	사람。
28b4c0ab8d	1	21	4		0	天邪の鏡	아마츠의 거울
ebd49addf8	1	8	4		0	賢者の衣	현자의옷
edcee650aa	1	8	4		0	風の腕輪	바람팔찌
efcd1f0584	1	8	4		0	十六夜刀	십육야도
efddfc5ea5	1	8	4		0	三角帽子	삼각모자
efecf3dd57	1	8	4		0	神聖魔法	신성마법
f0e6c5bbb6	1	8	4		0	卍手裏剣	만자표창
f0ee224afc	1	8	4		0	ダイガン	다이간
f3c69a85d7	1	8	4		0	天使の弓	천사의활
f4298f5a89	1	8	4		0	スキル４	스킬４
f4db7e32fd	1	8	4		0	カムイ熊	카무이곰
f7ab45826e	1	7	4		0	貫通:敵	관통:적
f920595802	1	8	4		0	巨人の腕	거인의팔
f92ea1ba1a	1	8	4		0	治癒呪文	치유주문
f979ea6745	1	8	4		0	攻撃魔法	공격마법
f9aa72fb6e	1	8	4		0	聖なる書	성전
faba93152a	1	8	4		0	救出隊の	구출대의
fae40ba7bf	1	8	4		0	魔法の本	마법의책
fb3f29c4c1	1	8	4		0	火打ち銃	화승총
