key	ko
d7f32f6049	이건, 내가 야마타이에서 타고 온\n카오스게이트로군%b
90b7248dcf	카오스게이트를 사용하시겠습니까？
3f7592b3e4	사용한다
0d74d434a0	사용하지 않는다
f49c32e0d9	이쪽은 리그로드행 게이트였구나%b
68cd6b2966	이건, 내가 야마타이에서 왔을 때의\n카오스게이트와는 다르네%b
cc15310942	대체, 어디로 이어져 있는 걸까？%b
88345026ed	감금실을 나가시겠습니까？
036c6cdb90	게텐성에서 갈자드와 함께\n카달로 옮겨진 뮤는,%b%h７인위원회 탑의 감금실에\n갇힌 몸이 되어 있었다%b
19f21a497c	날 어떻게 할 셈이야？！%b
1998d29182	내일 아침, 해가 뜨는 대로 공개처형한다\n이는 ７인위원회의 명령이다%b
a6ed0d1aa4	삼가 받들도록 하라%b
07072f5040	처형・%b
0f0a41e6d8	・서로, 불쾌한 사태에 이르지 않도록,\n내일 아침까지 얌전히 있어 주길 바란다%b
32490a607c	도착 보고를 해야 하니,\n실례하겠소%b
945fd358df	보고를 마치면,\n다시 살펴보러 오겠소%b
a1451d684e	%H%m1%V100［%m0%s0%m1］%V0%m0\n이런 곳에서・쓰러지는 건가・%b
e82630f126	나나・는・키・\n오카・%b
3e66fa081d	어？\n누가 있나・？%b
5588e59273	７인위원회는, 절대불가침의 금기를 어기고,\n알렉트리아 대도서관의\n자치독립을 위협해 왔다・%b
c878827114	그렇다면, 알렉트리아 대도서관의\n『고대마법문명』에 관한 문헌을 노렸다고\n생각하는 게 타당하겠군요%b
be7359070a	분명 그들은 거기서\n뭔가 얻고 싶은 정보가 있는 거예요・%b
1dfcc4cae0	그래요！\n틀림없어요！%b
887d33cd70	자기 세계에 빠진 것 같군%b
c4879de84d	여보세요・？%b
c851500df2	역시, 아무리 생각해도,\n알렉트리아 대도서관의%b
e4b3aa5420	고대마법문명에 관한 문헌 안에,\n뭔가 얻고 싶은 정보가 있는 거예요・%b
1f1729e6be	지내기는 어떠십니까？\n뮤 왕녀%b
f73f0ca6e8	갈자드！%b
35c3162544	네놈들의 목적이 뭐야！？\n왜 우리나라를 습격한 거야！%b
4118d81d95	・그런 쓸데없는 호기심은,\n제 몸을 망치는 원인이 되지요%b
1d40ecf992	・뮤 왕녀%b
fa37e77e70	허나, 그대의 목숨도 내일 아침까지・%b
6adb692b38	어차피 죽을 몸이라면,\n조금은 그 호기심을 채워 드려도\n７인위원회께서 용서해 주시겠지요%b
d4d9402424	자신의 이익과 욕망을 위해,\n이 아름다운 세상을 잠식해 가는 자들을\n위원회는 용납할 수 없었소%b
170d30cb81	우리의 목적은, 더 나은 시대의 도래를\n더 우수한 자의 손으로\n이루는 데에 있소%b
c2aacd5064	리그로드와 야마타이를\n침략한 구실치고는,\n너무 초라하지 않은가！？%b
4ae3b620c4	다가올 시대를 여는,\n우수한 자를 가리기 위함이오%b
42ede8cefe	다소의 유혈은 어쩔 수 없지요%b
081dd1afd6	하기야, 야마타이와 리그로드에는,\n살아남을 만한 우수한 자들이\n없었지만 말이오%b
4db366f47c	말 다 했어！%b
94eee1532c	모두 『대사를 위한 소사』일 뿐이오%b
14d758dabb	후후후%b
75db196f18	이건,\n７인위원회를 다스리는 수장의 입버릇이지만%b
a74867227c	위대한 계획을 위해서는,\n다소의 희생은 따르는 법이라고,\n역사에는 나와 있소%b
dc1fa8fd71	네놈들 뜻대로는 안 돼！%b
c93c63ed0f	７인위원회가 뭘 꾸미든,\n반드시, 이 손으로 짓밟아 주겠다！%b
5a69c9b85c	패배자의 헛소리・란 말이오？%b
32e40d0bd7	뭐, 그것도, 내일까지의 일\n실컷 짖어대는 게 좋을 거요%b
dae79c4144	자, 잠깐 기다려 주세요！%b
fb9744a676	알렉트리아 대도서관\n무투사서관 앙주 님인가・%b
fd2500e43e	아버님은 알렉트리아 대도서관장의\n요직에 계신데도・%b
707995698d	７인위원회에 대한 반대운동을 벌이는\n레지스탕스에 가담하다니,\n경솔한 짓을 하셨구려%b
cbaf046ea3	알렉트리아 대도서관이 카달에서 유일하게\n자치독립을 인정받고 있는 것은,\n불온분자를 키우기 위함이 아니외다%b
43fc905513	형이 정해질 때까지, 자신의 행동을\n이 안에서 반성하도록 하시오%b
5aac400b4f	저는, 이 어둡고 차가운 감옥 안에서\n제가 한 일을 반성했사옵니다%b
12ae91f08f	이곳을 나가는 그날에는,\n제 동료들에게도,%b
b98910896b	반체제운동을 그만두라고,\n설득하고 다니려 하옵니다%b
c099384afa	허나, 활동 동료를 설득하려면,\n７인위원회님의 목적을\n자세히 알아야 하옵니다%b
08c231a99d	・과연・그래서？%b
1c5c1cf3dc	７인위원회님의 목적이란,\n다름아닌, 역사 속에 묻혀 있던%b
22e98b10a1	고대마법기술의 부활과\n그것을 이용한 세계정복에 있는 게 아닌가요？%b
5c81a1d5ba	・그 건에 관해서는,\n말씀드릴 수 있는 것이 없소%b
07944e63d4	알렉트리아 대도서관장의 딸인\n저에게조차,\n밝혀 주실 수 없나요？%b
690d80c740	그 전에 그대는 위원회에 대한\n반대운동을 하고 있지 않았소%b
7c4460100e	개심했다고 하셔도,\n쉽사리 믿기 어렵구려%b
ada501d64f	후후후후%b
05383b31fb	역시, 생각한 대로였어요\n드디어, ７인위원회의 꼬리를 잡았어요！%b
e66dc302e3	저・%b
cff67809b5	어머, 당신,\n언제부터 계셨나요？%b
11bf9c6a53	아까부터 있었는데요・%b
69fb120646	어머, 그러셨나요,\n전혀 눈치채지 못했어요, 호호호호☆%b
104fa6044e	저는, 알렉트리아 대도서관에서,\n무투사서관을 맡고 있는 앙주라고 하옵니다%b
6551d0d782	당신은？%b
72fd502710	드라군 왕국의 용기사, 뮤%b
7e564bf063	어머, 드라군 왕국의？%b
5d17387335	드라군 왕국을 아시나요？%b
7d46a3540a	알렉트리아 대도서관은 지식의 전당,\n학자들의 사교장이에요%b
0b7e2b3125	리그로드 대륙의 주요 왕가 정도는,\n알고 있어야 마땅하지요%b
18c350b736	허, 그렇구나%b
cc01cea251	그런데, 아까부터 이야기에 나오는\n알렉트리아 대도서관이란, 대체 뭐야？%b
e6235f4de3	・아, 아무래도, 리그로드 분이시니,\n모르시는 것도 무리는 아니에요%b
e849d06fde	알렉트리아 대도서관은,\n카달 건국 당시부터 자치독립을\n인정받은 유일한 곳이랍니다%b
023585b1cd	전 세계의 책들이 모인\n그야말로, 지식의 전당！%b
fda8b23c10	그것이, 알렉트리아 대도서관이에요！%b
ececefa9b5	참고로, 제 아버지께서,\n그곳 관장을 맡고 계세요%b
93f03920fe	하기야, 아버지・아니 관장님은,\n７인위원회에겐 꼼짝 못 하시는 것 같지만요%b
8ff5dced95	흐응・\n근데, 왜 앙주는 붙잡혀 있는 거야？%b
6c7efc1a4e	아까 이야기로 미루어 보면,\n７인위원회에 반대하는 것 같던데%b
d0aa6e9610	７인위원회의 행동은,\n전 세계에 혼란과 파괴를 불러올 뿐이에요%b
9a3393b53d	반드시 저지해야만 해요%b
6dbb5db15f	제가 이런\n더러운 곳에 들어온 것도,\n모두 ７인위원회의 행동을 살피기 위함이에요%b
976b6a115a	위원회의 목적이,\n고대마법문명 시대의 잃어버린 기술의 부활과%b
6267705219	그 이용에 있음을 안 이상,\n더 이상 이런 곳에 볼일은 없어요%b
1de61c3c8f	그래！%b
cb4b377841	자, 여기서 도망치기 위해\n협력하지 않을래？%b
cf8b544309	저, 이래 봬도\n사서무투술의 달인이랍니다！%b
52b6bcab0f	도움은 필요 없어요！%b
fbeeededd5	・라고 말하고 싶지만,\n드라군 용기사의 힘을\n빌릴 수 있다면 이야기는 다르지요%b
4bd2025951	좋아요%b
c217d1f516	이 탑을 탈출할 때까지, 서로 돕는다,\n그런 걸로 하죠%b
ed8287c925	응！%b
2d448bd1a7	그럼, 이 불결한 곳에서\n나가도록 하죠%b
28e6e776f5	앙・되・트루아～ッ！%b
e115744983	어머,\n기합이 조금 부족했나 보네요%b
6ecb941b8b	으차，%b
77771896fb	자,\n갑니다아～ッ！%b
ee95be50bd	호, 호호, 호호호%b
95d4e448e7	어쩔 수 없네요,\n진심을 다해 볼까요%b
210bf91543	받아라아아아아아아～ッ！%b
0b2cf74df8	대충, 이런 느낌이에요%b
1da385600f	사서무투술이라니・\n대, 대단하네%b
59f1007480	숙녀의 소양이에요%b
835c10f273	%H%m1%V100［%m0마을 사람%m1］%V0%m0\n
7ce1375431	난 항구도시 포포론에서, 붙잡혔어%b
010ffc4a45	７인위원회에 대한 반대운동을 했다는 게\n이유였어%b
75c965dae4	근데, 난 친구를 숨겨 준 것뿐이지,\n７인위원회에 반대하는 운동 같은 건\n한 적 없다고%b
c7b086bdb4	정의는 대체 어디로 가 버린 건지・%b
5e14cb8688	심하다, 너무해！\n
3e2359a753	디버그 모드를 쓰다니・%b
e4b2565cc6	그런 당신에겐 아사구슬을 드리죠%b
e1c9250bf9	갈자드오오오오옷！！%b
d79692af79	오랜만이군,\n뮤 왕녀%b
d32ffc972b	수많은 죄 없는 사람들을 해친 대가를,\n지금 여기서 치르게 해 주겠어！%b
a204b9d454	내가 보기엔,\n약하다는 것은, 그것만으로도,%b
76b00ed425	강한 자에게 짓밟혀도\n불평할 수 없는 것이지요%b
e9293c2876	사람 목숨의 무게를 생각해 본 적이 없는 거냐！\n갈자드！%b
86c690a856	목숨 따위, 긴 역사 속에\n한순간 떠올랐다 사라지는 거품에 지나지 않소%b
1b6b306f40	언젠가는 사라져 갈 것・\n빠르냐 늦냐, 그 차이일 뿐이오%b
ebaaf6b58c	그렇다고, 그걸 결정할 권리는,\n누구에게도 없어！！%b
5b64188ef2	힘없는 정의에서 태어나는\n이상론에 지나지 않소%b
529292e514	이상에 가까워지려 하기에\n인간은 진보하는 거야！%b
dc4ba9bd92	논쟁을 해 봤자,\n결국은, 시간 낭비외다%b
725ba3b278	마도왕국 카달의 미래를 위해,\n사라져 주셔야겠소！%b
3685d01e4b	야마타이에서 싸웠을 때는\n손속에 사정을 두었지만,\n이번엔 전력으로 상대하지！%b
a2b0300377	저놈을 쓰러뜨리는 것만 생각하자%b
614de8d27a	흐흐흐, 내 패배인가・%b
d1e32f4890	허나, 그대들에게는,\n아직 편히 쉬게 해 줄 순 없소%b
cbc710db48	흐흐흐, 알고 있소？%b
b39ac105fa	이 게이트키는,\n마법의 전이장치 카오스게이트를\n작동시키기 위한 도구요%b
5c83bd5dd9	카오스게이트를 쓸 수 없게 되면,\n그대들의 발도 묶일 것이오%b
7ea8bd87b9	그러니・게이트키는\n그대들 손에 넘겨줄 수 없소%b
08376c2ea0	뭐 하는 거야, 그만둬！%b
31ec015368	・부숴 버리겠소%b
8f16f6dac5	게이트키는,\n산산조각이 나 버렸다%b
5edbfd6744	７인위원회는 무슨 꿍꿍이야！\n고대마법문명으로 뭘 하려는 거야！%b
c4835caf9b	알려 드리지요%b
f9d7490ba1	우리는, 고대마법문명의 수수께끼를\n풀어내려 하고 있소%b
35b47a4326	왜 그런 짓을 하는 거야！%b
53b671f0a3	어리석은 인류를 숙정하기 위해서・%b
381b549f4d	그리고, 지성과 육체의 조화 속에,\n７인위원회가 통치하는 완전한 세상을,\n지상에 실현하기 위해서・%b
4fea38060f	그 세상에서 뭘 할 셈이야！？%b
81ed6a68cd	・제２의 마법문명을 세우는 것이오%b
e5c59ab716	７인위원회는, 지금보다 훨씬 훌륭하고,\n풍요로운 세상을 세울 것이오%b
69c17a6dc1	허나 우리가 이 패권을 이루지 않으면,\n인류의 진보는 있을 수 없소！%b
e70651ac7e	그런・일을 위해・？%b
9dcac879a2	그런 일을 위해,\n죄 없는 사람들을 해쳤단 말이냐！！%b
ed62b8cc11	위대한 목적을 위해서는,\n다소의 희생은 따르는 법이오%b
3e59ec8668	재생을 위해서는, 파괴가 반드시 필요한 것이오%b
ba690b799c	포포론・이었지요, 그 거리의 이름이%b
fbd3613b3a	다가올 세상에 어울리지 않는\n쓰레기장 같은 거리였기에,%b
d1b60275f3	숙정해 드렸을 뿐이외다%b
68b5551aad	뭐라고！%b
6b79bd7621	７인위원회에 반항하는 레지스탕스나\n그들을 지원하는 어리석은 사람들을 숙정하는 것도,%b
ffa5e956f9	새로운 시대의 막이 열리는 데\n필요한 일이라 생각지 않소？%b
ea83d484ab	용서 못 해, 갈자드！\n네놈들은 그저 자신들의 힘을 쓰는 데\n취해 있을 뿐이야！%b
6ef0526792	그것이・어쨌다는 것이오？%b
b78a8debf5	힘을 가진 자만이, 모든 것을 정함으로써\n정의와, 역사가 태어나는 것이오%b
29280d764a	바꿔 말하면, 힘없는 자는\n그것만으로도 악인 것이오・%b
cec2e678aa	허나, 우리는 다르오%b
264c2fdf66	７인위원회야말로,\n고대마법문명 이상의 지식과\n기술을 가질 자격이 있는 것이오%b
3375d29a6f	그리고・이제 곧・%b
7f82e3b157	７인위원회는 리그로드에서,\n전 인류를 대숙정하는 최종단계에\n들어갈 것이오・%b
9ab43c58e7	그런 짓, 절대 용납 못 해！%b
daf6198a1e	만약, 그대들의 이상이\n참으로 옳다면・%b
ca77179d48	그대들이 무엇을 이루는지,\n지켜보고 싶기도 하나만・%b
acc86b44d5	크윽！%b
6a26a483f5	내게는・이제・\n시간이・남지・않았소%b
4778f49eb2	갈자드・%b
af367ac5d0	７인위원회 놈들,\n세상을 뒤엎으려\n하는 모양이군%b
a87c57d3bb	어쩔 거야, 뮤？%b
d6c67ddc4d	７인위원회의 계획을\n막아야 해！%b
5aab843519	리그로드가, 세상이 위험해！%b
34ac51f6b7	그 전에\n포포론이 걱정돼요！%b
d43262820a	지금은 시간을 낭비할 때가 아니야！%b
041ccd6c41	그 거리는 우리를 도와준 탓에\n재난을 당했는데,\n그걸 무시하시겠다는 건가요！？%b
96b3e0e7f8	뮤, 조급한 마음은 알겠지만,\n이럴 때일수록 냉정해져야 해%b
2eef03e657	뮤, 갈자드가 가지고 있던,\n게이트키는,\n완전히 부서져 버렸어%b
ca4980687a	어떻게 리그로드로 돌아가지？%b
4fb38f0db5	그게 있으면,\n카오스게이트를 써서,%b
7b1abbd753	뮤가 여기 왔을 때처럼\n이동할 수 있었을지도 모르는데%b
25c3423182	그렇다면 어차피, 리그로드에 가려면\n항구도시 포포론을 경유할 수밖에 없어%b
b5b308478e	어떨까, 일단\n포포론의 상황을 살펴보는 건？%b
7f092bc322	・알았어%b
943ed857b9	이 근처 길은\n미끄러운 것 같군요%b
e6cac41dfd	조심해서 갑시다%b
4a6ff154df	뭐, 무슨 소리지？%b
3d5ef66a20	우리의 도주 행각이\n들통난 모양이에요%b
9bcf34a066	이렇게 된 이상 혈로를 뚫고서라도\n나아갈 수밖에 없어요%b
e924928a94	각오는 되셨나요？%b
5f9794537b	지금까지도, 몇 번이나 불리한 상황을\n뒤집어 왔잖아%b
d4aa92c09c	이번에도, 해낼 수 있어！%b
0a753d7c4d	러스티・부탁이야・\n날, 지켜 줘・%b
00b4dda9ff	뭐라고 하셨나요？%b
7daff87d7f	아, 아니, 아무것도 아니야%b
8b6eacbec9	갑니다！%b
4278fe7fbc	여기서 밖으로 나갈 수 있어요%b
ae19f8c262	이번에도, 해낼 수 있어！\n가자, 러스티！%b
d72f4a980c	저는 『앙주』예요%b
7487cf4ed7	・아！\n・미안%b
39d1752a30	자, 갑니다！%b
36fa1f0088	감금실로 돌아가시겠습니까？
9d37226027	돌아간다
7d2b4c2472	돌아가지 않는다
6de00524e1	밖으로 나가시겠습니까？
c47d650454	여기를 지나면,\n밖으로 나갈 수 있어요%b
6dd6fa7ed4	응%b
d931c02536	추격자가 오기 전에,\n여기서 도망치자%b
7b0dc29eb8	그래요\n갑시다！%b
ff170a3fcb	좋아, 여기서 밖으로 나갈 수 있어！%b
8480b51208	추격자가 오기 전에,\n서둘러 여기서 도망치자%b
cd23fad34c	여기를 지나면,\n이곳을 벗어날 수 있어요%b
ad3a5e539d	불결한 침대는 이제 지긋지긋해요%b
7f72eaf881	조금이라도 빨리,\n여기서 도망칩시다%b
4e7b34150c	%H%m1%V100［%m0갈자드%m1］%V0%m0\n놓쳤군・\n뭐, 됐다%b
8a0fd797d6	%H%m1%V100［%m0갈자드%m1］%V0%m0\n계집애 둘이 도망쳤다 한들,\n계획 전체에 지장은 없을 것이다%b
4b2eded933	%H%m1%V100［%m0갈자드%m1］%V0%m0\n７인위원회의 뜻과,\n마법구의 힘은 절대적이니・%b
59bf24a3cc	돌아가시겠습니까?
d98c0a5e1f	안쪽으로 가시겠습니까?
6f757f76a7	간다
338229a803	가지 않는다
6c46e5cdcd	저쪽에서 안쪽으로 갈 수 있을 것 같아요%b
8bfbc349bb	허나, 양쪽에 있는 병사가 성가시군%b
4273a42998	　이 나라의 왕녀 뮤와\n는, 어릴 적부터 아는\n사이인데, 그녀는 만날\n때마다 예뻐지는 것\n같다\n　그런데 성격은 여전히\n짓궂다 다른 사람에게는,\n그런대로 대하면서,\n어째서 나에게만 그녀는\n짓궂게 구는 걸까 여자\n마음은 모르겠구나
b2f305857f	　내 이름은 러스티　퀸즈랜드의 왕자로, 드라군 왕국의 왕녀 뮤와는 소꿉친구다\n　드라군 왕가는, 용기사의 수장이기도 하며, 우리 리그로드 대륙 주민들에겐 든든한 존재다\n　나는 전투훈련을 받기 위해, 드라군을 방문 중이었는데,
bd1f9080cd	그때 갑자기 공격을 가해 온 것은 카달이라는 들어본 적 없는 나라의 군대와, 그것을 이끄는 갈자드라는 남자였다 갑작스런 공격에 드라군 왕은, 뮤에게 야마타이의 이가로 가라고 명하며, 성을 탈출시켰다\n　이렇게, 나와 뮤의 여정은 싸움과 함께 막을 올렸다・
39005becb2	　우리는 우선 자루마로 향했다 자루마 사람들은,\n드라군에게 일어난 일을 모르는 눈치다 우리는, 사람들에게 진실을 알려 공황이 일어나는 것을 두려워해, 드라군이 카달을 자칭하는 군대와 갈자드에 의해 제압당한 것을 말할 수 없었다
7a13c92928	　뮤는, 거짓말을 하는 것이 괴로운지, 사람들의 전적인 신뢰가 담긴 미소와 따뜻한 말에서, 얼굴을 돌리고 있었다\n나도 마을 사람들을 배신하는 것 같아 몹시 괴로웠다\n　다시 이 마을에 돌아왔을 때, 마을 사람들에게, 어떤 얼굴을 해야 할까・
3302262620	　새로운 동료가 늘었다 그의 이름은 아스카 이가 최강의 시노비 집단 월조의 두령으로 인술의 달인이다\n　아스카는, 그 전투능력의 높음을 카달에게 인정받아, 협력하라는 명령을 받았다 하지만, 그는 따르지 않아, 카달은, 아스카의 부하들을 붙잡아 닌자 저택에 가두
2cb1aff125	었다\n　그와 동시에, 이가 사람들에게 아스카가 배신자인 것처럼 오해하게 만들어, 아스카를 고립시켰다\n　하지만, 우리의 협력으로 닌자 저택을 공략해, 아스카의 부하들을 되찾음으로써 이가 사람들의 오해를 풀 수 있었다
1b5de4d2ee	　야마타이 최대의 도시, 고조 그곳에서 우리는 함정에 빠져, 호쇼인이라는 곳에 갇혔다\n　우리를 도와준 것은, 여도적 시라나미 그녀는, 아무래도 아스카의 소꿉친구였던 모양이다 시라나미는 이제 고조를 어지럽히는 대도적이
64350e2def	되어 있다 게다가, 훔치는 상대는 악인이고, 훔친 금품을 가난한 사람들에게 나눠 주고 있어서, 고조 주민들에게는 큰 인기다\n　시라나미는, 우리 동료가 됐지만, 아무래도, 동기는 그다지 순수하지 않은 듯하다
3466e8ba8d	　새로 나즈나가 동료가 됐다\n　나즈나는, 식신이라고 해서, 정령계라는 곳에서 오는 일종의 요정이라나 보다\n　나즈나는, 뿌리 없는 자라고 해서, 의식도 없이 이쪽으로 온 식신이다\n　본인이 몰래 알려 준 바로는, 정령계에 질려서 이쪽
c0a6632879	세상에 왔지만, 여기도 그다지 재미없어서, 동굴 안에서 스스로를 봉인하고 잠들어 있었다던가・\n　어쨌든, 아스카에게 딱 붙어 있고, 지켜보기에 매우 재밌다 하지만, 그걸 말하면 아스카가 몹시 화내니 비밀로 하자
6768c2b2dd	　새로운 동료가 또 늘었다\n　그의 이름은, 카무이 카무이코탄이라는 작은 산골 마을의 족장으로, 정령의 힘으로 곰이나 매 같은 짐승으로 변신하는 힘을 지녔다\n　유카리 씨라는 연인이 있어서, 카무이는 그녀를 매우 소중히 여긴다
d0196a0b61	　그의 마을 사람들이 카달에게 인질로 잡혀 있던 것을, 협력해서 구해 낸 것이, 카무이가 우리 동료가 된 계기였다\n　동료 중에서는 가장 상식적이라, 우리에게는, 나이 많은 형처럼 느껴진다 가끔, 그의 이야기가, 설교처럼 들리긴 해도
b6381db94e	　오보로계곡이란, 으스스한 곳이다\n끊임없이 안개인지 아지랑이인지 모를 묘한 연기가 감돌아, 우리의 침입을 막는 듯한 면이 있다\n　오보로계곡에는, 그 특이한 풍경 말고도, 하나 더, 달갑잖은 명물이 있다
b739aa1baf	　오보로계곡의 아야공주라 하면, 리그로드의 영웅들이 싸운 그 전쟁에서, 뮤와 내 선조들을 괴롭힌 상대다\n　여기에는, 그 아야공주의 피를 이은 미즈타마라는 여도적이 있었다\n　지기 싫어하는 성격인지 앞으로도 계속 우리에게 덤벼들지 모른다고 생각하니, 진저리가 난다
020e85a4db	　쿠리카라 마을에는, 포술이라는, 화약을 다루는 기술이 있다 그 일인자가 타타라라는 거한이다\n　카달군은 포술에 전략적 가치를 발견하고, 타타라 일행에게 협력을 명했다\n　하지만, 자신들의 기술이 무익한 대량살인에 쓰이는 것을 싫어한 타타라 일행은, 카달의 요구에 계속 반대했다
d73de6c2ba	　그리고, 우리가 쿠리카라 마을을 찾은 그날, 카달 무리에 의해, 마을에 불이 놓였다\n　우리는 결사의 각오로 화약창고로 향해, 대폭발이 일어나기 전에 불을 끌 수 있었다\n　이렇게, 쿠리카라에서 제일가는 솜씨를 지닌 타타라가 동료가 됐다
52e2376789	　그리고, 우리가 쿠리카라 마을을 찾은 그날, 카달 무리에 의해, 마을에 불이 놓였다\n　우리는 결사의 각오로 화약창고로 향했지만, 폭발을 막지 못했다\n　쿠리카라 마을은 폭발과 함께 날아갔고, 우리는, 힘이 부족했음을 후회했다\n　그 다정한 사람들의 미소가 돌아오는 일은 이제 없다
1d82fd04b1	　결계동은, 야마타이 중앙에 위치한 영봉 후지를 관통하는 지하동굴이다\n　이곳은 예로부터 뒷야마타이 지방과 앞야마타이 지방을 가르는 요충지로, 게텐성의 주인을 지키기 위해 한번 봉인되면 특별한 아이템을 세 개 모으지 않으면, 봉인을 풀 수 없다
ee1877d9e6	　우리는 고생 끝에, 세 아이템을 모아, 게텐성으로 향하기 위해, 결계동의 봉인을 풀었다\n　갈자드와 카달군이 거점으로 삼은 게텐성은, 이제 코앞이다
a16fa4af4e	　나는, 이 게텐이라는 성에서 일어난 일을 평생 잊지 못할 것이다・\n　우리는 카달의 장군 갈자드를 게텐성 가장 깊은 곳에서 찾아냈다 거기까지 몰아붙였다고 생각한 것은 우리의 큰 오산이었다\n　갈자드는 자신의 필요에 따라, 그 장소
8a4013bd15	로 이동했을 뿐이었고, 우리를 위협으로 여기지 않았던 것이다\n　갈자드는 갑자기 사라졌고, 그것을 막으려 한 뮤도 또한, 갈자드와 함께 사라져 버렸다\n　대체, 뮤는 어디로 가 버린 걸까・
67d8c17bd7	　항구마을 히가타에서 어찌할 바를 모르고 있는데 낯익은 얼굴을 만났다\n　리그로드에서 야마타이까지 나와 뮤를 배로 실어 준 디아네 씨였다\n　디아네 씨는, 뮤에 대해 듣더니, 카달까지 배로 데려다주겠다고 제안해 주었다
3e4d9012aa	　우리는, 디아네 씨의 호의에 기대어, 곧장, 카달을 향하게 됐다\n　뮤・부디 우리가 카달에 도착할 때까지, 무사히 있어 줘・
856b55e220	　뮤와 재회！ 이렇게 기쁜 일은 없었다 만나지 못해 불안해서, 따라붙는 불길한 생각을 몇 번이나 억눌렀던가\n　항구마을 포포론은 카달의 바다 관문 이곳은 늘 다른 대륙에서 새롭고 진귀한 문화가 밀려드는 곳이다
917e94746a	　그래서, 사람들도, 한쪽 생각에 치우치지 않는 것 같아 카달의 방식에 반대하는 움직임도 있는 듯하다\n　뮤는, 갈자드에게 붙잡혀 있던 감옥 안에서 앙주라는 새로운 동료를 만났다
20c212c4db	　７인위원회의 탑에 쳐들어간 우리는, 갈자드와 싸워, 그를 물리쳤다\n　하지만, ７인위원회는, 이미 그들의 야망을 이루기 위해 떠난 뒤였다\n　그들은, 세상의 숙정과 지배를 바라고 있었다 그러기 위해, 카카루크란으로 가서, 카오스의 힘을 이용하려는 것이다, 라고
af061086bd	　진정으로 우수한 인간에 의한 새로운 이상세계, 라고 그들은 표현하는 모양이지만, 무엇 하나 사라져 없어지고, 아무도 없는 왕국을 지배해서, 대체 무슨 의미가 있단 말인가\n　저들 ７인위원회의 행동은, 무슨 일이 있어도 막아야 한다
53b0113788	　포포론은, 그날, 현실적으로도, 상징적으로도 죽음의 거리가 되었다\n　７인위원회는, 포포론에 사는 사람들을 피로 숙정했다\n　우리는 아무것도 할 수 없었다
