path	magic	head16
/CH/CH_E/CH_E_620.BCH	mato	6D61746F000125440000000100000000
/CH/CH_E/CH_E_630.BCH	mato	6D61746F000114140000000100000000
/CH/CH_F/CH_F_030.BCH	mato	6D61746F0000DA340000000100000000
/CH/CH_F/CH_F_050.BCH	mato	6D61746F00019B200000000100000000
/CH/CH_F/CH_F_080.BCH	mato	6D61746F00016C140000000100000000
/CH/CH_F/CH_F_200.BCH	mato	6D61746F0000D8000000000100000000
/CH/CH_F/CH_F_430.BCH	mato	6D61746F00015C240000000100000000
/CH/CH_F/CH_F_910.BCH	mato	6D61746F0000E8600000000100000000
/CH/CH_G/CH_G_030.BCH	mato	6D61746F0000BDA00000000100000000
/CH/CH_G/CH_G_050.BCH	mato	6D61746F000193AC0000000100000000
/CH/CH_G/CH_G_080.BCH	mato	6D61746F0001B4480000000100000000
/CH/CH_G/CH_G_870.BCH	mato	6D61746F000098C00000000100000000
/CH/CH_H/CH_H_000.BCH	mato	6D61746F0000C5E00000000100000000
/CH/CH_H/CH_H_030.BCH	mato	6D61746F0000EF680000000100000000
/CH/CH_H/CH_H_050.BCH	mato	6D61746F000174080000000100000000
/CH/CH_H/CH_H_130.BCH	mato	6D61746F000141680000000100000000
/CH/CH_H/CH_H_670.BCH	mato	6D61746F0000F1780000000100000000
/CH/CH_H/CH_H_790.BCH	mato	6D61746F0000DAAC0000000100000000
/CH/CH_H/CH_H_810.BCH	mato	6D61746F0000FE3C0000000100000000
/CH/CH_I/CH_I_030.BCH	mato	6D61746F00010AC40000000100000000
/CH/CH_I/CH_I_050.BCH	mato	6D61746F00014A040000000100000000
/CH/CH_I/CH_I_370.BCH	mato	6D61746F000101D40000000100000000
/CH/CH_I/CH_I_870.BCH	mato	6D61746F0000D7900000000100000000
/CH/CH_J/CH_J_030.BCH	mato	6D61746F0000EDD80000000100000000
/CH/CH_J/CH_J_220.BCH	mato	6D61746F0000C7940000000100000000
/CH/CH_J/CH_J_850.BCH	mato	6D61746F00014FD00000000100000000
/CH/CH_K/CH_K_010.BCH	mato	6D61746F00014A400000000100000000
/CH/CH_K/CH_K_040.BCH	mato	6D61746F0000C6B80000000100000000
/CH/CH_K/CH_K_050.BCH	mato	6D61746F00016F280000000100000000
/CH/CH_K/CH_K_070.BCH	mato	6D61746F00010BA40000000100000000
/CH/CH_K/CH_K_130.BCH	mato	6D61746F00017FCC0000000100000000
/CH/CH_K/CH_K_290.BCH	mato	6D61746F000117080000000100000000
/CH/CH_K/CH_K_420.BCH	mato	6D61746F0001B81C0000000100000000
/CH/CH_K/CH_K_430.BCH	mato	6D61746F00014AA80000000100000000
/CH/CH_K/CH_K_450.BCH	mato	6D61746F000195880000000100000000
/CH/CH_K/CH_K_690.BCH	mato	6D61746F000184100000000100000000
/CH/CH_L/CH_L_010.BCH	mato	6D61746F0001233C0000000100000000
/CH/CH_L/CH_L_040.BCH	mato	6D61746F0000D6E00000000100000000
/CH/CH_L/CH_L_050.BCH	mato	6D61746F000160080000000100000000
/CH/CH_L/CH_L_070.BCH	mato	6D61746F0000C3CC0000000100000000
/CH/CH_L/CH_L_130.BCH	mato	6D61746F000124A40000000100000000
/CH/CH_L/CH_L_270.BCH	mato	6D61746F0000F4A40000000100000000
/CH/CH_L/CH_L_550.BCH	mato	6D61746F0000F3A00000000100000000
/CH/CH_L/CH_L_760.BCH	mato	6D61746F00011AAC0000000100000000
/CH/CH_M/CH_M_010.BCH	mato	6D61746F000106E00000000100000000
/CH/CH_M/CH_M_040.BCH	mato	6D61746F0000FAA80000000100000000
/CH/CH_M/CH_M_050.BCH	mato	6D61746F000190400000000100000000
/CH/CH_M/CH_M_070.BCH	mato	6D61746F0000BFC00000000100000000
/CH/CH_M/CH_M_130.BCH	mato	6D61746F000114980000000100000000
/CH/CH_M/CH_M_20Z.BCH	mato	6D61746F0000F9280000000100000000
/CH/CH_M/CH_M_290.BCH	mato	6D61746F0000BF580000000100000000
/CH/CH_M/CH_M_420.BCH	mato	6D61746F0001366C0000000100000000
/CH/CH_M/CH_M_450.BCH	mato	6D61746F00013BB00000000100000000
/CH/CH_M/CH_M_640.BCH	mato	6D61746F0000D89C0000000100000000
/CH/CH_N/CH_N_010.BCH	mato	6D61746F0000C9080000000100000000
/CH/CH_N/CH_N_070.BCH	mato	6D61746F0000AAB40000000100000000
/CH/CH_N/CH_N_130.BCH	mato	6D61746F000102540000000100000000
/CH/CH_N/CH_N_290.BCH	mato	6D61746F00009C4C0000000100000000
/CH/CH_O/CH_O_010.BCH	mato	6D61746F000122840000000100000000
/CH/CH_O/CH_O_070.BCH	mato	6D61746F0001162C0000000100000000
/CH/CH_O/CH_O_100.BCH	mato	6D61746F0001E9F00000000100000000
/CH/CH_O/CH_O_110.BCH	mato	6D61746F0000C0040000000100000000
/CH/CH_O/CH_O_130.BCH	mato	6D61746F000176340000000100000000
/CH/CH_O/CH_O_290.BCH	mato	6D61746F0001137C0000000100000000
/CH/CH_O/CH_O_660.BCH	mato	6D61746F0000BC5C0000000100000000
/CH/CH_O/CH_O_930.BCH	mato	6D61746F0000FE140000000100000000
/CH/CH_P/CH_P_010.BCH	mato	6D61746F000107580000000100000000
/CH/CH_P/CH_P_070.BCH	mato	6D61746F000106780000000100000000
/CH/CH_P/CH_P_100.BCH	mato	6D61746F000162100000000100000000
/CH/CH_P/CH_P_110.BCH	mato	6D61746F00015C880000000100000000
/CH/CH_P/CH_P_130.BCH	mato	6D61746F00015E180000000100000000
/CH/CH_P/CH_P_230.BCH	mato	6D61746F0001433C0000000100000000
/CH/CH_P/CH_P_310.BCH	mato	6D61746F0001288C0000000100000000
/CH/CH_P/CH_P_330.BCH	mato	6D61746F0000CC340000000100000000
/CH/CH_Q/CH_Q_010.BCH	mato	6D61746F00015EA80000000100000000
/CH/CH_Q/CH_Q_060.BCH	mato	6D61746F00011BF00000000100000000
/CH/CH_Q/CH_Q_070.BCH	mato	6D61746F00011BF00000000100000000
/CH/CH_Q/CH_Q_100.BCH	mato	6D61746F000133DC0000000100000000
/CH/CH_Q/CH_Q_110.BCH	mato	6D61746F000142980000000100000000
/CH/CH_Q/CH_Q_420.BCH	mato	6D61746F0001ADEC0000000100000000
/CH/CH_Q/CH_Q_500.BCH	mato	6D61746F0000BEA40000000100000000
/CH/CH_Q/CH_Q_510.BCH	mato	6D61746F0000D1840000000100000000
/CH/CH_Q/CH_Q_530.BCH	mato	6D61746F0001449C0000000100000000
/CH/CH_Q/CH_Q_680.BCH	mato	6D61746F000135140000000100000000
/CH/CH_R/CH_R_010.BCH	mato	6D61746F00015EA80000000100000000
/CH/CH_R/CH_R_100.BCH	mato	6D61746F0001276C0000000100000000
/CH/CH_R/CH_R_110.BCH	mato	6D61746F000101340000000100000000
/CH/CH_R/CH_R_220.BCH	mato	6D61746F0000F4980000000100000000
/CH/CH_S/CH_S_010.BCH	mato	6D61746F00013C900000000100000000
/CH/CH_S/CH_S_060.BCH	mato	6D61746F0001B4480000000100000000
/CH/CH_S/CH_S_100.BCH	mato	6D61746F000186400000000100000000
/CH/CH_S/CH_S_450.BCH	mato	6D61746F000188200000000100000000
/CH/CH_S/CH_S_500.BCH	mato	6D61746F0000B7200000000100000000
/CH/CH_S/CH_S_640.BCH	mato	6D61746F000106240000000100000000
/CH/CH_S/CH_S_650.BCH	mato	6D61746F000191E00000000100000000
/CH/CH_S/CH_S_680.BCH	mato	6D61746F00017ED40000000100000000
/CH/CH_S/CH_S_750.BCH	mato	6D61746F00017C080000000100000000
/CH/CH_T/CH_T_010.BCH	mato	6D61746F000126C00000000100000000
/CH/CH_T/CH_T_100.BCH	mato	6D61746F0001EDD00000000100000000
/CH/CH_T/CH_T_310.BCH	mato	6D61746F00011B700000000100000000
/CH/CH_T/CH_T_530.BCH	mato	6D61746F000212480000000100000000
/CH/CH_T/CH_T_620.BCH	mato	6D61746F000170F00000000100000000
/CH/CH_T/CH_T_650.BCH	mato	6D61746F0001863C0000000100000000
/CH/CH_T/CH_T_680.BCH	mato	6D61746F00020B7C0000000100000000
/CH/CH_U/CH_U_000.BCH	mato	6D61746F0000F0FC0000000100000000
/CH/CH_U/CH_U_010.BCH	mato	6D61746F000101840000000100000000
/CH/CH_U/CH_U_020.BCH	mato	6D61746F000149F00000000100000000
/CH/CH_U/CH_U_030.BCH	mato	6D61746F00014C4C0000000100000000
/CH/CH_U/CH_U_040.BCH	mato	6D61746F0000DAF80000000100000000
/CH/CH_U/CH_U_050.BCH	mato	6D61746F00018AD00000000100000000
/CH/CH_U/CH_U_060.BCH	mato	6D61746F000199740000000100000000
/CH/CH_U/CH_U_070.BCH	mato	6D61746F0001063C0000000100000000
/CH/CH_U/CH_U_080.BCH	mato	6D61746F0001F6FC0000000100000000
/CH/CH_U/CH_U_100.BCH	mato	6D61746F000231BC0000000100000000
/CH/CH_U/CH_U_110.BCH	mato	6D61746F00014FB00000000100000000
/CH/CH_U/CH_U_120.BCH	mato	6D61746F00017D080000000100000000
/CH/CH_U/CH_U_130.BCH	mato	6D61746F00013FBC0000000100000000
/CH/CH_V/CH_V_800.BCH	mato	6D61746F00019C080000000100000000
/CH/CH_V/CH_V_820.BCH	mato	6D61746F00019C080000000100000000
/CH/CH_V/CH_V_850.BCH	mato	6D61746F00019C080000000100000000
/CH/CH_W/CH_W_000.BCH	mato	6D61746F0000CF9C0000000100000000
/CH/CH_W/CH_W_010.BCH	mato	6D61746F0000F54C0000000100000000
/CH/CH_W/CH_W_020.BCH	mato	6D61746F0000E36C0000000100000000
/CH/CH_W/CH_W_040.BCH	mato	6D61746F0000C89C0000000100000000
/CH/CH_W/CH_W_060.BCH	mato	6D61746F00011F680000000100000000
/CH/CH_W/CH_W_120.BCH	mato	6D61746F000151B80000000100000000
/CH/CH_W/CH_W_210.BCH	mato	6D61746F0000BCC80000000100000000
/CH/CH_W/CH_W_240.BCH	mato	6D61746F00013B6C0000000100000000
/CH/CH_W/CH_W_250.BCH	mato	6D61746F000117340000000100000000
/CH/CH_W/CH_W_300.BCH	mato	6D61746F00010B400000000100000000
/CH/CH_W/CH_W_330.BCH	mato	6D61746F0000B1740000000100000000
/CH/CH_W/CH_W_340.BCH	mato	6D61746F000134780000000100000000
/CH/CH_W/CH_W_410.BCH	mato	6D61746F0001A0980000000100000000
/CH/CH_W/CH_W_430.BCH	mato	6D61746F000117D80000000100000000
/CH/CH_W/CH_W_440.BCH	mato	6D61746F0001042C0000000100000000
/CH/CH_W/CH_W_460.BCH	mato	6D61746F000158340000000100000000
/CH/CH_W/CH_W_470.BCH	mato	6D61746F00012E900000000100000000
/CH/CH_W/CH_W_480.BCH	mato	6D61746F00011B2C0000000100000000
/CH/CH_W/CH_W_490.BCH	mato	6D61746F0000E8240000000100000000
/CH/CH_W/CH_W_510.BCH	mato	6D61746F0000F95C0000000100000000
/CH/CH_W/CH_W_550.BCH	mato	6D61746F0000DA480000000100000000
/CH/CH_W/CH_W_660.BCH	mato	6D61746F000124F00000000100000000
/CH/CH_W/CH_W_670.BCH	mato	6D61746F000142300000000100000000
/CH/CH_W/CH_W_700.BCH	mato	6D61746F00017A740000000100000000
/CH/CH_W/CH_W_710.BCH	mato	6D61746F0000F1CC0000000100000000
/CH/CH_W/CH_W_750.BCH	mato	6D61746F000145840000000100000000
/CH/CH_W/CH_W_760.BCH	mato	6D61746F0000EEB00000000100000000
/CH/CH_W/CH_W_770.BCH	mato	6D61746F0000A8280000000100000000
/CH/CH_W/CH_W_790.BCH	mato	6D61746F0000C4E40000000100000000
/CH/CH_W/CH_W_810.BCH	mato	6D61746F0000F9080000000100000000
/CH/CH_W/CH_W_820.BCH	mato	6D61746F0000F1080000000100000000
/CH/CH_W/CH_W_880.BCH	mato	6D61746F0000F8A00000000100000000
/CH/CH_W/CH_W_890.BCH	mato	6D61746F000100A80000000100000000
/CH/CH_W/CH_W_900.BCH	mato	6D61746F000133040000000100000000
/CH/CH_W/CH_W_910.BCH	mato	6D61746F000116D80000000100000000
/CH/CH_W/CH_W_920.BCH	mato	6D61746F0000DC000000000100000000
/CH/CH_W/CH_W_930.BCH	mato	6D61746F000139E40000000100000000
/CH/CH_X/CH_X_000.BCH	mato	6D61746F0000C4240000000100000000
/CH/CH_X/CH_X_010.BCH	mato	6D61746F0000D9F40000000100000000
/CH/CH_X/CH_X_020.BCH	mato	6D61746F0000D90C0000000100000000
/CH/CH_X/CH_X_040.BCH	mato	6D61746F0000A9840000000100000000
/CH/CH_X/CH_X_060.BCH	mato	6D61746F0001380C0000000100000000
/CH/CH_X/CH_X_120.BCH	mato	6D61746F00013E1C0000000100000000
/CH/CH_X/CH_X_240.BCH	mato	6D61746F000118080000000100000000
/CH/CH_X/CH_X_250.BCH	mato	6D61746F000138600000000100000000
/CH/CH_X/CH_X_300.BCH	mato	6D61746F0000F0600000000100000000
/CH/CH_X/CH_X_440.BCH	mato	6D61746F0000DF740000000100000000
/CH/CH_X/CH_X_700.BCH	mato	6D61746F00015F540000000100000000
/CH/CH_X/CH_X_710.BCH	mato	6D61746F0000EC780000000100000000
/CH/CH_X/CH_X_790.BCH	mato	6D61746F0000B1600000000100000000
/CH/CH_X/CH_X_800.BCH	mato	6D61746F0000E9A40000000100000000
/CH/CH_X/CH_X_810.BCH	mato	6D61746F0000E9A40000000100000000
/CH/CH_X/CH_X_820.BCH	mato	6D61746F0000F7AC0000000100000000
/CH/CH_X/CH_X_930.BCH	mato	6D61746F000130140000000100000000
/CH/CH_Y/CH_Y_000.BCH	mato	6D61746F0000B5FC0000000100000000
/CH/CH_Y/CH_Y_010.BCH	mato	6D61746F0000BEDC0000000100000000
/CH/CH_Y/CH_Y_020.BCH	mato	6D61746F0000E9580000000100000000
/CH/CH_Y/CH_Y_040.BCH	mato	6D61746F00009D900000000100000000
/CH/CH_Y/CH_Y_060.BCH	mato	6D61746F00016DE80000000100000000
/CH/CH_Y/CH_Y_120.BCH	mato	6D61746F000123E00000000100000000
/CH/CH_Y/CH_Y_220.BCH	mato	6D61746F0000FA880000000100000000
/CH/CH_Y/CH_Y_310.BCH	mato	6D61746F0000CDE40000000100000000
/CH/CH_Y/CH_Y_340.BCH	mato	6D61746F0000E81C0000000100000000
/CH/CH_Y/CH_Y_440.BCH	mato	6D61746F0000C0C80000000100000000
/CH/CH_Y/CH_Y_480.BCH	mato	6D61746F0000C9740000000100000000
/CH/CH_Y/CH_Y_540.BCH	mato	6D61746F000123300000000100000000
/CH/CH_Y/CH_Y_600.BCH	mato	6D61746F00014F980000000100000000
/CH/CH_Y/CH_Y_630.BCH	mato	6D61746F0000EC440000000100000000
/CH/CH_Y/CH_Y_690.BCH	mato	6D61746F00015B080000000100000000
/CH/CH_Y/CH_Y_700.BCH	mato	6D61746F0001352C0000000100000000
/CH/CH_Y/CH_Y_780.BCH	mato	6D61746F0000BF5C0000000100000000
/CH/CH_Y/CH_Y_850.BCH	mato	6D61746F000156800000000100000000
/CH/CH_Y/CH_Y_900.BCH	mato	6D61746F000116EC0000000100000000
/CH/CH_Y/CH_Y_920.BCH	mato	6D61746F0000F7140000000100000000
/CH/CH_Z/CH_Z_000.BCH	mato	6D61746F0000E3600000000100000000
/CH/CH_Z/CH_Z_010.BCH	mato	6D61746F00011D500000000100000000
/CH/CH_Z/CH_Z_020.BCH	mato	6D61746F000103100000000100000000
/CH/CH_Z/CH_Z_040.BCH	mato	6D61746F0000CDCC0000000100000000
/CH/CH_Z/CH_Z_060.BCH	mato	6D61746F00011D740000000100000000
/CH/CH_Z/CH_Z_120.BCH	mato	6D61746F00017E8C0000000100000000
/CH/CH_Z/CH_Z_200.BCH	mato	6D61746F000133E80000000100000000
/CH/CH_Z/CH_Z_360.BCH	mato	6D61746F0000DA440000000100000000
/CH/CH_Z/CH_Z_370.BCH	mato	6D61746F00012EBC0000000100000000
/CH/CH_Z/CH_Z_600.BCH	mato	6D61746F000148900000000100000000
/CH/CH_Z/CH_Z_630.BCH	mato	6D61746F000118400000000100000000
/CH/CH_Z/CH_Z_670.BCH	mato	6D61746F000148C80000000100000000
/CH/CH_Z/CH_Z_780.BCH	mato	6D61746F000101580000000100000000
/CH/CH_Z/CH_Z_850.BCH	mato	6D61746F0001DFF00000000100000000
/CH/CH_Z/CH_Z_860.BCH	mato	6D61746F0001BFF40000000100000000
/CH/CH_Z/CH_Z_890.BCH	mato	6D61746F0000DC540000000100000000
/CK00.MAP	mato	6D61746F000495300000000100000000
/CK01.MAP	mato	6D61746F0003E7380000000100000000
/COMMON.DAT	mato	6D61746F000034C40000000A00000000
/COMPASS.DAT	mato	6D61746F0000107C0000000100000000
/CRY03.ADP	RIFF	524946463855000057415645666D7420
/CT00.MAP	mato	6D61746F0003F1500000000100000000
/CT10.MAP	mato	6D61746F000461F00000000100000000
/CT20.MAP	mato	6D61746F00040ED40000000100000000
/CW102.FCH	mato	6D61746F0000DC880000001500000000
/CW103.FCH	mato	6D61746F00007D800000001500000000
/CW104.FCH	mato	6D61746F00002BA00000001500000000
/CW107.FCH	mato	6D61746F0000E9500000001500000000
/CW111.FCH	mato	6D61746F000092080000001500000000
/CW_00.FCH	mato	6D61746F000071D00000001500000000
/CW_01.FCH	mato	6D61746F000068E40000001500000000
/CW_02.FCH	mato	6D61746F00008F600000001500000000
/CW_03.FCH	mato	6D61746F00008E6C0000001500000000
/CW_04.FCH	mato	6D61746F000081700000001500000000
/CW_05.FCH	mato	6D61746F000090200000001500000000
/CW_06.FCH	mato	6D61746F00008DE80000001500000000
/CW_07.FCH	mato	6D61746F00005E240000001500000000
/CW_08.FCH	mato	6D61746F00008D7C0000001500000000
/CW_10.FCH	mato	6D61746F000069C40000001500000000
/CW_11.FCH	mato	6D61746F000076D00000001500000000
/CW_12.FCH	mato	6D61746F00008EC40000001500000000
/CW_13.FCH	mato	6D61746F00006DFC0000001500000000
/CW_20.FCH	mato	6D61746F000074440000001500000000
/CW_21.FCH	mato	6D61746F00008AC80000001500000000
/CW_22.FCH	mato	6D61746F000085FC0000001500000000
/CW_23.FCH	mato	6D61746F00009D500000001500000000
/CW_24.FCH	mato	6D61746F000084500000001500000000
/CW_25.FCH	mato	6D61746F0000B0700000001500000000
/CW_26.FCH	mato	6D61746F000094300000001500000000
/CW_27.FCH	mato	6D61746F000087100000001500000000
/CW_28.FCH	mato	6D61746F0000ABD00000001500000000
/CW_29.FCH	mato	6D61746F00006B500000001500000000
/CW_30.FCH	mato	6D61746F0000A5740000001500000000
/CW_31.FCH	mato	6D61746F0000761C0000001500000000
/CW_32.FCH	mato	6D61746F000094780000001500000000
/CW_33.FCH	mato	6D61746F00007CEC0000001500000000
/CW_34.FCH	mato	6D61746F00008D940000001500000000
/CW_35.FCH	mato	6D61746F00009DA40000001500000000
/CW_36.FCH	mato	6D61746F000083AC0000001500000000
/CW_37.FCH	mato	6D61746F0000BA340000001500000000
/CW_40.FCH	mato	6D61746F0000D4F00000001500000000
/CW_41.FCH	mato	6D61746F0000C6B00000001500000000
/CW_42.FCH	mato	6D61746F0000FCCC0000001500000000
/CW_43.FCH	mato	6D61746F0000C0280000001500000000
/CW_44.FCH	mato	6D61746F0000A6DC0000001500000000
/CW_45.FCH	mato	6D61746F0000D0F40000001500000000
/CW_46.FCH	mato	6D61746F0000E1440000001500000000
/CW_47.FCH	mato	6D61746F0000C0200000001500000000
/CW_48.FCH	mato	6D61746F0000F1100000001500000000
/CW_49.FCH	mato	6D61746F0000CAF80000001500000000
/CW_50.FCH	mato	6D61746F00009DD40000001500000000
/CW_51.FCH	mato	6D61746F0000CCC00000001500000000
/CW_53.FCH	mato	6D61746F0001415C0000001500000000
/CW_54.FCH	mato	6D61746F0000819C0000001500000000
/CW_55.FCH	mato	6D61746F00009C300000001500000000
/CW_60.FCH	mato	6D61746F0000E4BC0000001500000000
/CW_61.FCH	mato	6D61746F0000BEF80000001500000000
/CW_62.FCH	mato	6D61746F0000F9500000001500000000
/CW_63.FCH	mato	6D61746F0000C97C0000001500000000
/CW_64.FCH	mato	6D61746F0000B1880000001500000000
/CW_65.FCH	mato	6D61746F0000E5900000001500000000
/CW_66.FCH	mato	6D61746F0000DA900000001500000000
/CW_67.FCH	mato	6D61746F0000B6400000001500000000
/CW_68.FCH	mato	6D61746F000121600000001500000000
/CW_69.FCH	mato	6D61746F0000E5CC0000001500000000
/CW_70.FCH	mato	6D61746F0000CF680000001500000000
/CW_71.FCH	mato	6D61746F0000CAFC0000001500000000
/CW_75.FCH	mato	6D61746F0000E1A00000001500000000
/CW_76.FCH	mato	6D61746F0000B7AC0000001500000000
/CW_77.FCH	mato	6D61746F0000D6C80000001500000000
/CW_78.FCH	mato	6D61746F0000C4BC0000001500000000
/CW_79.FCH	mato	6D61746F0000BC280000001500000000
/CW_80.FCH	mato	6D61746F0000C8F40000001500000000
/CW_81.FCH	mato	6D61746F0000C8F40000001500000000
/CW_82.FCH	mato	6D61746F0000A68C0000001500000000
/CW_83.FCH	mato	6D61746F0000A4F80000001500000000
/CW_84.FCH	mato	6D61746F0000A4F80000001500000000
/CW_85.FCH	mato	6D61746F000115B40000001500000000
/CW_86.FCH	mato	6D61746F00010AE80000001500000000
/CW_87.FCH	mato	6D61746F00008D000000001500000000
/CW_88.FCH	mato	6D61746F0000A0140000001500000000
/CW_89.FCH	mato	6D61746F0000A2280000001500000000
/CW_90.FCH	mato	6D61746F0000B2100000001500000000
/CW_91.FCH	mato	6D61746F0000BF980000001500000000
/CW_92.FCH	mato	6D61746F00009D400000001500000000
/CW_93.FCH	mato	6D61746F0000E99C0000001500000000
/CW_95.FCH	mato	6D61746F00006C3C0000001500000000
/CW_96.FCH	mato	6D61746F00006C3C0000001500000000
/CW_97.FCH	mato	6D61746F000064500000001500000000
/CW_98.FCH	mato	6D61746F0000793C0000001500000000
/CW_99.FCH	mato	6D61746F00000B140000001600000000
/DARK2.S2D	SEGA	534547412053415455524E205343521A
/DG00.MAP	mato	6D61746F00034F780000000100000000
