chars	files	first	text
160	1	/IG00.MAP	ゴジョウ大橋が何者かにこわされたヨ！無茶するやつが多いよネ！                            （花組イセ）↑それをやったのは、きっと、ウチのお頭だろうぜ！                            （月組一同）↑お兄ぃちゃん。無事に帰ってきてね！　　　　　　　　　　　　　　　（ヨモギ）
159	1	/GM00.MAP	ここから南に向かったおぼろ谷に、クリカラっちゅう隠れ里があるらしいで。　　　　　　　　　　　　　　　（クシロ）↑嘘言うなや。おぼろ谷は通れへんって聞いたで。　　　　　　　　　　　　　　　（イクリ）↑おぼろ谷にはミズタマって名の、賊が出るって話や。おぼろ谷を抜ける前にやられるわ。　　　　　　　　　　　　　　（サキクサ）
158	1	/ZM01.MAP	お城周辺の草むしりの奉仕作業に従事してくれる人を募集します。　　　　　　　　　　（ザルマ町内会会長）↑ミュウ姫様に感謝してもらえるんなら参加してもいいな・・・。　　　　　　　　　　　　　　　（シュウ）↑お前、目的が不純だぞ！その点、俺なんか、最初っからミュウ様目当てだもんネ。　　　　　　　　　　　　　　　　（ヒロ）
158	1	/IG00.MAP	忍者屋敷にとらえられていた月組が、アスカとリグロードからやって来た連中に助け出されたらしい。　　　　　　　　　　　　（夜叉組ヤカツ）↑イガ最強のシノビ、アスカとその仲間達がやってくれたぜ！　　　　　　　　　　　　（雷音組ヒデジ）↑さすがは親分！はやめのおかえり、待ってますぜ！　　　　　　　　　　　　　　（月組一同）
156	1	/AT10.MAP	イクシーズの部品はどれも特別な鉱石からできている。中でもとりわけ重要な鉱石が２種類あって、マラカイトとアローストーンと呼ばれる。マラカイトとアローストーンは、イクシーズの構造上欠かせない鉱石である。この二つの鉱石無くしては、イクシーズが空を飛ぶことはきわめて難しいであろう。グラビティ長老著「イクシーズ構造論１」
154	1	/GM00.MAP	ヤマタイのどっかには、隠し金山があるらしいで。　　　　　　　　　　　　　　　（クシロ）↑またこんなデタラメ書いてからに。そんなんウソに決まってるがな。　　　　　　　　　　　　　　　（イクリ）↑ほんとかどうかは知らんが、場所が分からへんのじゃ、何もないのんと同じやんか。　　　　　　　　　　　　　　（サキクサ）
153	1	/STATHELP.MAT	　　　　　　　　　　　　　　　　　　　［２／７］Ｈｐ（ヒットポイント）　体力値を表わします。　０になると、行動不能になり画面から消えますが、　ワールドマップにもどると復活します。Ｍｐ（マジックポイント）　魔法力を表わします。　魔法を使うごとに消費し、魔法の必要Ｍｐに　足らなくなると魔法が使えなくなります。
146	1	/KEYHELP.MAT	（決定）　　　　　　　　　　　　　　　［２／７］　移動キャラクタの決定、行動の決定に使用します。　カーソルが次のポイントにあるときは、　特殊な動作をします。　　１）プレイヤーキャラクター上　　　　　－－－プレイヤーの行動指示　　２）モンスターキャラクター上　　　　　－－－モンスターの情報表示
143	1	/IG00.MAP	飛ぶ鳥のアスカの奴、リグロードから来た美女と一緒だっていうじゃねぇか！神様の意地悪ぅぅぅっ！　　　　　　　　　　　　　（雪組カトヲ）↑ひがんでんじゃねぇよっ！　　　　　　　　　　　　    （月組一同）↑お兄ぃちゃんのばかっ！ふけつよ。きらいっ！　　　　　　　　　　　　　　　（ヨモギ）
143	1	/STATHELP.MAT	　　　　　　　　　　　　　　　　　　　［４／５］射程　　　　－技や魔法が届く範囲です。　　（単）一体だけを攻撃します。　　（術）一体だけを攻撃します。　　　　　障害物の影響を受けません。　　（弧）扇の範囲に攻撃します。　　（扇）扇の範囲に攻撃します。　　　　　障害物の影響を受けません。
140	1	/STATHELP.MAT	ステータス種類（３）　　　　　　　　　［５／７］大－自分が大きくなっていて、　　攻撃力も高くなっています。小－自分が小さくなっていて、　　攻撃力も低下しています。昇－行動力が上昇していて、移動の範囲が広くなっ　　ています。低－行動力が低下していて、移動の範囲もせまく　　なります。
136	1	/STATHELP.MAT	ステータス種類（２）　　　　　　　　　［４／７］凍－凍らされています。溶けるまでは動くこともで　　きません。痺－マヒさせられています。動くことができません。乱－混乱させられています。敵、味方の区別なく攻　　撃してくるでしょう。操－敵に操られています。味方を攻撃してきます。
131	1	/AT10.MAP	イクシーズと同型の空中船は多数建造されたと推測される。だが、そのほとんどは、古代魔法王国を滅ぼした謎の大異変によって、その民族と共に失われたと考えられる。現在、確認されている空中船はグラビティ沖の海底に沈んでいるもの、ただ１機のみである。ファルコ著、「光翼伝承」
130	1	/GM00.MAP	山を登ってったら、鳥の化け物に、つかまえられてん。ほんま、生きた心地がせんかったわ。しばらくしたら、放されてんけどな。　　　　　　　　　　　　　　　（クシロ）↑そら、あぶないわ。ガケから落とされたら、一発であの世行きや。　　　　　　　　　　　　　　　（イクリ）
129	1	/CK00.MAP	村一番のイニシエ、タタラがカダール討伐のために、リグロードから来た竜騎士の娘の仲間になったんだって。　　　　　　　　　　　　　　　（アヅサ）↑大丈夫かなぁ。あいつ、砲術の腕は確かだけど、・・・いろいろ苦労すると思うぜ。　　　　　　　　　　　　　　　（ツルギ）
129	1	/DIARY.MSG	そこへ突然攻撃をしかけてきたのはカダールっていう聞いたことのない国の軍隊と、それを率いるガルザードという男だった。突然の攻撃にドラグーン王は、ミュウにヤマタイのイガへ行けと命じて、城を脱出させたんだ。　こうして、僕とミュウとの旅は戦いともに幕を開けた・・・。
129	1	/DIARY.MSG	　クリカラ村では、砲術という、火薬を扱う技術がある。その第一人者がタタラという大男だ。　カダール軍は砲術に戦略的価値を見いだし、タタラ達に協力を命じた。　しかし、自分達の技術が無益な大量殺人に使われることを嫌ったタタラ達は、カダールの要求に反対し続けていた。
128	1	/DIARY.MSG	　驚いたのは、アレクトリア大図書館の地下閲覧室で見たいくつもの古代魔法文明に関する文献の著者、ファルコの実兄だということだった。　僕達は、イクシーズ号の修復に協力を仰ぐためホークアイとともに、カダールに捕らわれているというファルコを助けに行くことになった。
127	1	/DIARY.MSG	　そして、僕達がクリカラ村を訪れたその日、カダールの連中によって、村に火が放たれた。　僕達は決死の覚悟で火薬倉庫に向ったが、爆発を止められなかった。　クリカラ村は爆発とともに吹き飛び、僕達は、力不足を後悔した。　あの優しい人達の笑顔が戻ることはもうない。
127	1	/STATHELP.MAT	h　　　　　　　　　　　　　　　　　　　［１／５］技Ｌｖ　　　－現在の技のレベルです。技Ｅｘｐ　　－技を使うごとに経験値が加算されて　　　　　　　いきます。一定値になると技レベル　　　　　　　がＵＰして、技を覚えたり、使える　　　　　　　ようになります。
126	1	/ZM00.MAP	われらがミュウ姫様が、カダール軍とカダールの指導者を、うちやぶったぞ！　　　　　　　　　　　　　　（リューシャ）↑ミュウ王女様、万歳！　　　　　　　　　　　　　　　　（ナナイ）↑おまえ、それしか言えないのか！？　　　　　　　　　　　　　　（リューシャ）
124	1	/DIARY.MSG	　オボロ谷のアヤ姫といえば、リグロードの英雄達が戦ったあの戦いで、ミュウや僕の先祖達を苦しめた相手だ。　ここには、そのアヤ姫の血をつぐミズタマという女盗賊がいた。　負けず嫌いな性格らしくて今後も僕達に挑んでくるのかもしれないと思うと、うんざりする。
124	1	/STATHELP.MAT	　　　　　　　　　　　　　　　　　　　［５／５］　　（円）円の範囲に攻撃します。　　（全）円の範囲に攻撃します。　　　　　障害物の影響を受けません。　　（直）直線上に攻撃します。　　　　　障害物の影響を受けません。　　（自）自分自身に技をかけます。
123	1	/TM00.MAP	警告だっせ！ここから先、試練の迷宮ですたい。腕に自信のにゃー方は入るべからずなんだな。帰ぇって来れなくにゃってもしらにゃーよ。　　　                    　　闘乱自警団黙って入ったら・・・おしおきだべ～～～。・・・ナンチャッテ！
123	1	/DIARY.MSG	　僕は、このゲテンという城で起こったことを一生忘れることはできないだろう・・・。　僕達はカダールの将軍ガルザードをゲテン城の最奥部に見つけ出した。そこまで追い詰めたと思ったのは、僕達の大きな誤算だった。　ガルザードは自分の必要性のために、その場所
121	1	/DIARY.MSG	　新しい仲間が増えた。彼の名前はアスカ。イガ最強のシノビ集団月組の頭領で忍術の使い手だ。　アスカは、その戦闘能力の高さをカダールに見込まれ、協力するよう命令された。しかし、彼は従わなかったため、カダールは、アスカの部下を捕らえて忍者屋敷に閉じ
121	1	/DIARY.MSG	　今度こそ、死力を尽くした戦いになるだろう。けれど、それでも、僕達が勝つのだと信じたい。うちひしがれ、恐怖に泣き叫ぶ人の心に、美しいただ一つの真実を、吹き込むために、僕達は戦おう。　誇りを奪うことは誰にもできないと、その一言を証明するために。
120	1	/DIARY.MSG	　僕の名前はラスティ。　クィーンズランドの王子で、ドラグーン王国の王女ミュウとはおさななじみ。　ドラグーン王家は、竜騎士の長でもあり、僕らリグロード大陸の住民には頼もしい存在だ。　僕は戦闘訓練を受けるため、ドラグーンを訪問中だったんだけど、
120	1	/DIARY.MSG	　長老の話によれば、グラビティの近くにある海底神殿にイクシーズが眠るらしいことと、イクシーズの原動力であるガルマンオーブが７人委員会によって盗まれたため、イクシーズを動かすためには、どこかでガルマンオーブを見つけてくるしかないということだ。
120	1	/DIARY.MSG	　ラグロスはまぎれもなく悪党だったと思う。けれど、彼にもまた、深い心の傷があったように思えてならない。　ラグロスを倒したことで、彼によって失われた僕の家族のふくしゅうをすることはできた。　だからといって、失われた命が戻ってくるわけではない。
119	1	/AT10.MAP	マラカイトは、アレクトリア大図書館の地下通路に隠されている。アローストーンについては、ここには書かずにおく。もし、アローストーンについて知りたければ、忘れられた村グラビティに、この長老を訪ねるがよい。グラビティ長老著「イクシーズ構造論２」
119	1	/CK00.MAP	リグロードって大陸からやってきた、竜騎士の娘が、この村を訪れているよ。　　　　　　　　　　　　　　　（アヅサ）↑俺、その娘を見たぜ。ちょっと気が強そうだったけど、アヅサよりも可愛いんじゃないかなァ？　　　　　　　　　　　　　　　（ツルギ）
119	1	/DIARY.MSG	　この国の王女ミュウとは、小さいころからの知合いなんだけど、彼女は会うたびにきれいになっていくように思える。　でも性格は相変わらず意地悪だ。他の人には、それなりに応じるのに、どうして僕にだけ彼女は意地悪するんだろう。女心はわからないなぁ。
119	1	/DIARY.MSG	　７人委員会の塔に乗り込んだ僕達は、ガルザードと戦い、彼を打ち破った。　だが、７人委員会は、すでに彼らの野望を果たすために旅だっていた。　彼らは、世界の粛正と支配を望んでいた。そのために、カカルクランに行き、カオスの力を利用するのだ、と。
119	1	/DIARY.MSG	　最初のうちは、僕達を裏切り者と呼んでいたザルマの人々は、ドラグーン城を取り返すと、手のひらを返したように親切になった。　彼らを責めることは僕にはできない。崩れ落ちたドラグーン城のように、ザルマの人々の心もまた、深く傷ついていたのだから。
118	1	/DIARY.MSG	　新しくナズナが仲間になった。　ナズナは、式神といって、精霊界とかいうところからやってくる一種の妖精らしい。　ナズナは、根無しと言って、儀式もなしにこちら側に来た式神だ。　本人がこっそり教えてくれたところでは、精霊界に飽きたのでこちらの
117	1	/AT10.MAP	魔法球の正体は、魔法力の純結晶体であると言われている。現在の魔法科学では、魔法力を異世界よりもれた虚無の異物、すなわちカオスの力であると定義している。魔法球とは、カオスの力を結晶化した物と推測される。ファルコ著「ガルマンオーブの研究」
117	1	/DIARY.MSG	　僕達はまずザルマへ向った。ザルマの人々は、ドラグーンに起こったことを知らない様子だ。僕達は、人々に真実を知らせてパニックが起きるのを恐れて、ドラグーンがカダールを名乗る軍隊とガルザードによって制圧されたことを話すことができなかった。
117	1	/DIARY.MSG	　彼の村人がカダールによって人質にとられていたのを、協力して助け出したのが、カムイが僕達の仲間になるきっかけだった。　仲間の中では一番常識的で、僕達にとっては、年上の兄のような感じられる。時々、彼の話が、お説教っぽく聞こえたとしても。
117	1	/DIARY.MSG	　結界洞は、ヤマタイ中央に位置する霊峰フジを縦断する地下洞窟だ。　ここは昔から裏ヤマタイ地方と表ヤマタイ地方とを分断する要害で、ゲテン城の主を守るために一度封印されてしまうと特別なアイテムを３つ揃えなければ、封印を解くことはできない。
116	1	/DIARY.MSG	　ヤマタイ最大の都市、ゴジョウ。そこで僕達はワナにはめられ、ホウショウ院という場所に閉じ込められた。　僕達を助けてくれたのは、女盗賊のシラナミ。彼女は、どうやらアスカのおさななじみだったらしい。シラナミは今やゴジョウを騒がす大盗賊に
116	1	/DIARY.MSG	　アレクトリア大図書館の館長室に、秘密の入口があった。　中に入ってみると、貴重な文献が収納されていて、僕達は色々なことを知ることができた。　アンジュによれば、そこに隠された文献は、どれも、許可無く見ることのできない重要書類だそうだ。
115	1	/DIARY.MSG	に移動しただけのことであって、僕達のことを脅威と見なしていなかったのだ。　ガルザードは突然消え去り、それを妨害しようとしたミュウもまた、ガルザードとともに消え去ってしまった。　いったい、ミュウはどこに行ってしまったのだろう・・・。
114	1	/DIARY.MSG	　僕達は死の砂漠と呼ばれる砂漠を通り抜けた。そこは、じっとしているだけで体力を失うような暑い砂漠だった。　死の砂漠を通り抜け、古代の遺跡と思われる、巨大な石で作られた四角い建物を見つけた。　ここには、何かがありそうな予感がする。
113	1	/DIARY.MSG	　新しい仲間がまた増えた。　彼の名前は、カムイ。カムイコタンという小さな山あいの村の族長で、精霊の力によって熊や鷹といった獣に変化する力を持っている。　ユーカリさんという恋人がいて、カムイは彼女のことをとても大切に思っている。
113	1	/DIARY.MSG	　しかし、だからといって、二人が再会できたことに何の感動もないと思い込むのは間違っているんだろう。　僕には、兄弟も姉妹もないから分からないけれど。　ファルコが僕達の手助けをしてくれることで、イクシーズ号の修復に望みがでてきた。
111	1	/CK00.MAP	タタラがついにカダールを倒したんだって！　　　　　　　　　　　　　　　（アヅサ）↑俺はこういう日が来ると信じてたぜ！　　　　　　　　　　　　　　　（ツルギ）↑お兄ちゃん、おめでとう！　　　　　　　　　　　　　　　（ヒバリ）
111	1	/DIARY.MSG	　そして、僕達がクリカラ村を訪れたその日、カダールの連中によって、村に火が放たれた。　僕達は決死の覚悟で火薬倉庫に向い、大爆発を起こすまえに火を消すことができた。　こうして、クリカラでも一番の腕を持つタタラが仲間になった。
110	1	/IG00.MAP	アスカがカダール軍をやっつけたらしいぜ！　　　　　　　　　　　　（夜叉組ヤカツ）↑きゃー、アスカ様、すてきっ！　　　　　　　　　　（花組クノイチ一同）↑うおー、アスカ様、最高っス！　　　　　　　　　　　　　　（月組一同）
110	1	/DIARY.MSG	　ミュウは、ウソをつくのがつらいらしくて、人々の信頼しきった笑顔や温かい言葉から、顔をそむけていた。僕も町の人達を裏切るようでとてもつらかった。　またこの町に戻ってきた時、町の人々に、どんな顔をすればいいんだろう・・・。
110	1	/KEYHELP.MAT	（水平視点切替）　　　　　　　　　　　［６／７］　水平方向からの視点に切替わります。　この視点では、バトルに関する操作は出来ません。　方向キー（左右）　－－　左右に回転します。　方向キー（上下）　－－　上下に移動します。
109	1	/IG00.MAP	爆弾てのは、離れたところで爆発するから便利だよな。　　　　　　　　　　　　（夜叉組ヤカツ）↑まあな。思ったより遠くを攻撃できるだろ。同じ射程でも倍ぐらいの距離は届くんじゃないか？　　　　　　　　　　　　（雷音組ヒデジ）
109	1	/KEYHELP.MAT	（特殊機能）　　　　　　　　　　　　　［７／７］　他のキャラクタを追いかけたい場合に使用します。　未行動キャラクタにカーソルを合わせ、　特殊機能ボタンを押すと直前に移動した　キャラクタに最も近づくポイントへ移動します。
108	1	/CK00.MAP	火薬庫の火事は、カダール軍がやったものらしい。あやしい人影を見たって人がいるよ。　　　　　　　　　　　　　　　（アヅサ）↑あ、それって俺も見たぜ。許せねぇよな、カダールの奴ら。　　　　　　　　　　　　　　　（ツルギ）
108	1	/IG00.MAP	月組頭領、飛ぶ鳥のアスカが、リグロードからやって来た連中と、つるんでるらしいぜ。　　　　　　　　　　　　　（雪組カトヲ）↑あたしも、それらしい連中と、一緒にいるアスカを見たよ。　　　　　　　　　　　　　（花組アオイ）
108	1	/DIARY.MSG	　港町ヒガタで途方にくれていると懐かしい顔に出会った。　リグロードからヤマタイまで僕とミュウを船で運んでくれたディアーネさんだ。　ディアーネさんは、ミュウのことを聞くと、カダールまで船で連れていくとを申し出てくれた。
108	1	/DIARY.MSG	　ドリームラビリンスに閉じ込められていたのは自称天才魔導士キングだった。　キングは半人半馬のセントールという種族で、自分でいうだけあって、魔法の腕は立つらしい。　でも、性格には、色々と問題がありそうなのだぜ～・・・。
108	1	/DIARY.MSG	　古代魔法文明、とりわけイクシーズ号に関して学術的興味を持っているファルコを、彼が閉じ込められてたいた場所から助け出した。　さぞや涙涙の感動の再会が待っているかと思いきや、そっけないとさえ感じられるほどの再会だった。
108	1	/STATHELP.MAT	　　　　　　　　　　　　　　　　　　　［３／５］必要Ｍｐ　　－魔法を使うために必要なＭｐです。　　　　　　　残りのＭｐがこれより少ないと魔法　　　　　　　を使うことはできません。パワー　　　－攻撃力や回復力の値です。
107	1	/DIARY.MSG	世界に来たものの、こちらも大して面白くなかったので、洞窟の中で自分自身を封印して眠っていたのだとか・・・。　ともかく、アスカにベッタリで、見ていてとても面白い。でも、それを言うとアスカがとても怒るので内緒にしよう。
107	1	/DIARY.MSG	　アレクトリア図書館長の遺書を発見。そこには驚くべき事実がかかれていた。　だが、何よりも、魔法球の出現と天変地異に驚かされた。　戦いはまだ終っていない。本当の平和を勝ち取るために、もう一度、カカルクランへと旅立つ。
105	1	/DIARY.MSG	　真に優秀な人間による新しい理想世界、と彼らは表現したらしいが、何もかもが滅び去り、誰もいない王国を支配して、いったいどんな意味があるというのだろう。　彼ら７人委員会の行動は、何がなんでも止めなければならない。
105	1	/KEYHELP.MAT	（上視点切替）　　　　　　　　　　　　［４／７］　真上からの視点に切替えます。　画面内のキャラクターのＨＰ／ＭＰを表示します。（横視点切替）　横からの視点に切替えます。　グリットが表示され、地形が確認出来ます。
104	1	/KR00.MAP	新しい英雄と新しい伝説が生まれた！ドラグーンのミュウ王女一行がたどった足跡をあなたも歩いてみませんか？信頼と実績で１００年の伝統を誇るコルベツアー社を是非ご利用下さい。　　　　　　　　　　　（コルベツアー社）
103	1	/AT10.MAP	魔法球とは、古代魔法文明の遺産であり、現在では別名「ガルマンオーブ」と、呼ばれている物である。古代魔法王国時代の繁栄は、この魔法球の開発および利用によるものと言われている。ファルコ著「ガルマンオーブの研究」
103	1	/DIARY.MSG	　ミュウと再会！　これほど嬉しいことはなかった。会えなくて不安で、つきまとう不吉な考えを何度押し殺しただろう。　港町ポポロンはカダールの海の玄関口。ここは常に他の大陸から新しく珍しい文化が押し寄せる場所だ。
103	1	/DIARY.MSG	　新しい仲間が増えるというのは、頼もしいものだと、僕は思う。　オルトマで商売を営む鷹人間のホークアイは、我流で剣の修行を積んだ風変りな男だった。　ホークアイの助力によって、大地の叫びを突破することができた。
102	1	/GM00.MAP	イガのシノビとリグロードの竜騎士が、カダールをやっつけたんやて！　　　　　　　　　　　　　　　（クシロ）↑オレらの待ち望んだ平和が、ついに手に入ったっちゅうワケか！　　　　　　　　　　　　　　　（イクリ）
101	1	/DIARY.MSG	込めた。　その一方で、イガの人々にアスカが裏切り者であるかのように誤解させ、アスカを孤立させた。　けれど、僕達の協力で忍者屋敷を攻略し、アスカの部下を取り戻したことでイガの人々の誤解をとくことができた。
101	1	/DIARY.MSG	　ファルコ、ディアーネの助力により、イクシーズ号の修復が終った。　前回の過ちを繰り返さないため、今度は素人ではなく、ディアーネという操船の専門家とファルコという古代魔法文明の専門家に任せることになった。
100	1	/GM00.MAP	なんやしらんけどエライことになってるわ。俺は逃げるで、トンズラや！みんな元気でな！　　　　　　　　　　　　　　　（クシロ）↑どこに行ったかて同じやで。アホやな。　　　　　　　　　　　　　　　（イクリ）
98	1	/DIARY.MSG	　だから、人々も、一つの考え方に偏ってしまうことがないようでカダールのやり方に反対する動きもあるようだ。　ミュウは、ガルザードによって捕らわれていた牢の中でアンジュという新しい仲間を見つけていた。
98	1	/DIARY.MSG	　７人委員会を倒した！・・・はずなのに、何かがおかしいと、僕の頭の片隅にひっかかる。　ミュウとともに世界をイクシーズで回ってみることにする。　本当に世界に平和が訪れたのか、この目で確かめてみよう。
96	1	/DIARY.MSG	　ファルコが言うには、イクシーズをもう一度、空に浮かべるために、特別なアイテムが２つ必要だということだった。　ひとつはアローストーンと呼ばれるもの、もう一つはマラカイトと呼ばれるものだそうだ。
95	1	/DIARY.MSG	なっている。しかも、盗む相手は悪人で、盗んだ金品を貧しい人に分け与えているので、ゴジョウの住民には大人気だ。　シラナミは、僕達の仲間になったんだけど、どうも、動機はあまり純粋ではないようだ。
94	1	/DIARY.MSG	　オボロ谷というのは、不気味なところだ。絶えず霧ともモヤとも知れない奇妙な煙が漂い、僕達の侵入を拒むような面がある。　オボロ谷には、その変った風景以外にも、もう一つ、楽しくない名物がある。
87	1	/AT10.MAP	はるかグラビティの沖合いにイクシーズは眠っていると言われている。イクシーズは、「光なす翼」を表す古代の言葉である。その実態は、空中を飛行する船である。ファルコ著、「光翼伝承」
86	1	/DIARY.MSG	　もう、こんな思いをする人々が増えるのはごめんだ。　幽玄の森を封印するルゥナからの情報で、７人委員会はすでに次元の扉にたどり着きつつあるようだ。　彼らの愚行を止めなければ。
85	1	/OT00.MAP	ホークアイがカダールをやっつけたそうよ！地元の英雄万歳！　　　　　　　　　　　　　　　（ユカナ）↑ホークアイまんじゅうでも作るか？　　　　　　　　　　　　　　　（ショウ）
84	1	/DIARY.MSG	　ドラグーン上空にさしかかったイクシーズ号に突然変化がおきた。　僕達を乗せたイクシーズ号は墜落し、修理のめどはたっていない。　一体、イクシーズ号に何が起こったんだろう。
83	1	/DIARY.MSG	　ついに僕達は、イクシーズ号を手に入れた！７人委員会が次元の扉の封印を破ってカカルクランに行くことだけはなんとしても止めなければ。　なつかしい故郷リグロードへ急ごう！
81	1	/DIARY.MSG	　グラビティは、空飛ぶ船イクシーズに関する秘密を守るために、世界の片隅で忘れ去られていた村だった。　ここには、アレクトリア図書館ですら忘れられた知識が生きていた。
79	1	/DIARY.MSG	　それがどういう原理で効力を失ったガルマンオーブに作用するのかは、説明はしてもらったものの、結局のところ、分からない。　とにかく、この二つを捜しださなければ。
78	1	/GM00.MAP	ゴジョウ大橋再建の人手が不足しています。あなたの労働力で歴史的建造物を元の姿にしてみませんか？詳しくは推進会まで。　　　　　　　　　　（ゴジョウ文化推進会）
76	1	/DIARY.MSG	　僕達は苦労の末、３つのアイテムを集め、ゲテン城へ向うべく、結界洞の封印を解いた。　ガルザードとカダール軍が拠点にしているゲテン城は、もう目と鼻の先だ。
76	1	/DIARY.MSG	　アレクトリア大図書館地下通路でイクシーズ号修復に必要な２つのアイテムのうちの１つ、マラカイトを入手。　これで一歩、イクシーズ号の修復に近付いたわけだ。
76	1	/DIARY.MSG	　次元の道を突破した。カカルクランは目の前。緊張のため、これ以上書くべきことを思い付かない。　全員、生きて帰る。それだけを胸に、７人委員会に戦いを挑む。
75	1	/OT00.MAP	今回の戦乱で特にひどく破壊されたクィーンズハートやドラグーンの復興のためみな様からの募金をお待ちしております。　　　　　　　　　　　　　　　（ユカナ）
75	1	/KEYHELP.MAT	（順送り選択）　　　　　　　　　　　　［５／７］（逆送り選択）　未行動キャラクタにカーソルを自動で合せます。　押す度に次のキャラクタに切り替わります。
